"","fragment.ID.full","Intercept","umol.L.sec","Temp.C","Light_Dark","fragment.ID","species","genotype","chamber.channel","run","temp.Cat","start.time","stop.time","light_dark","treatment","surf.area.cm2","volume","umol.sec","BLANK","blank.rate","umol.sec.corr","umol.cm2.hr","Rate.ln"
"17","PA29_PI_134_O2",156.190455,0.00944500000000062,26.989,NA,"PA29","P. acuta","29",3,134,26.8,2020-06-25 02:28:00,2020-06-25 02:44:00,"light","high",73.72839506,0.6,0.00566700000000037,"0",-0.000770249999999977,0.00643725000000035,0.314317163436722,-0.881123503200223
"18","PA30_PI_134_O2",75.8457,-0.0027000000000001,26.9915,NA,"PA30","P. acuta","30",6,134,26.8,2020-06-25 02:28:00,2020-06-25 02:44:00,"light","high",72.91358025,0.605,-0.00163350000000006,"0",-0.000770249999999977,-0.000863250000000085,-0.042621689805176,-2.85808891823823
"19","PA33_PI_134_O2",162.161485,0.00631500000000017,26.837,NA,"PA33","P. acuta","33",4,134,26.8,2020-06-25 02:28:00,2020-06-25 02:44:00,"light","high",69.58024691,0.61,0.0038521500000001,"0",-0.000770249999999977,0.00462240000000008,0.239157530175546,-1.08129058875369
"20","PA34_PI_134_O2",178.542075,0.00592500000000058,26.935,NA,"PA34","P. acuta","34",5,134,26.8,2020-06-25 02:28:00,2020-06-25 02:44:00,"light","high",55.85185185,0.6,0.00355500000000035,"0",-0.000770249999999977,0.00432525000000033,0.278789323616692,-0.970775102817433
"23","PA20_PI_217_O2",164.734857142857,0.0125714285714279,27.0635,NA,"PA20","P. acuta","20",7,217,26.8,2020-06-25 02:56:00,2020-06-25 03:13:00,"light","low",86.79012346,0.61,0.00766857142857099,"0",-0.00068249999999981,0.0083510714285708,0.346397216000168,-0.806546104493246
"24","PA23_PI_217_O2",125.0666,0.0154000000000003,27.052,NA,"PA23","P. acuta","23",2,217,26.8,2020-06-25 02:56:00,2020-06-25 03:13:00,"light","low",80.34567901,0.595,0.00916300000000021,"0",-0.00068249999999981,0.00984550000000002,0.441141333755965,-0.614074788864336
"25","PA24_PI_217_O2",162.677235,0.0079649999999998,27.0688333333333,NA,"PA24","P. acuta","24",1,217,26.8,2020-06-25 02:56:00,2020-06-25 03:13:00,"light","low",56.86419753,0.615,0.00489847499999988,"0",-0.00068249999999981,0.00558097499999969,0.353324426839914,-0.791147235789809
"26","PA25_PI_217_O2",100.843075,0.00142500000000041,26.827,NA,"PA25","P. acuta","25",9,217,26.8,2020-06-25 02:56:00,2020-06-25 03:13:00,"light","low",78.79012346,0.61,0.00086925000000025,"0",-0.00068249999999981,0.00155175000000006,0.0709010184866159,-1.76667072933115
"27","PA29_PI_217_O2",189.033625,0.0193750000000003,27.047,NA,"PA29","P. acuta","29",3,217,26.8,2020-06-25 02:56:00,2020-06-25 03:13:00,"light","high",73.72839506,0.6,0.0116250000000002,"0",-0.00068249999999981,0.0123075,0.600948928346305,-0.355320250027732
"28","PA30_PI_217_O2",84.4634,0.00659999999999997,27.0471666666667,NA,"PA30","P. acuta","30",6,217,26.8,2020-06-25 02:56:00,2020-06-25 03:13:00,"light","high",72.91358025,0.605,0.00399299999999998,"0",-0.00068249999999981,0.00467549999999979,0.230845885530347,-1.10610261465899
"29","PA33_PI_217_O2",183.604155,0.0132450000000003,26.889,NA,"PA33","P. acuta","33",4,217,26.8,2020-06-25 02:56:00,2020-06-25 03:13:00,"light","high",69.58024691,0.61,0.00807945000000018,"0",-0.00068249999999981,0.00876194999999999,0.453332970214951,-0.591795342537914
"30","PA34_PI_217_O2",200.87531,0.0141900000000001,26.982,NA,"PA34","P. acuta","34",5,217,26.8,2020-06-25 02:56:00,2020-06-25 03:13:00,"light","high",55.85185185,0.6,0.00851400000000007,"0",-0.00068249999999981,0.00919649999999988,0.592771750682776,-0.367054698138618
"33","PA20_PI_347_O2",199.325295,0.0226050000000001,27.14,NA,"PA20","P. acuta","20",7,347,26.8,2020-06-25 03:23:00,2020-06-25 03:40:00,"light","low",86.79012346,0.61,0.01378905,"0",4.27142857140501e-05,0.013746335714286,0.570189401726535,-0.40019491740209
"34","PA23_PI_347_O2",167.76732,0.0282799999999998,27.131,NA,"PA23","P. acuta","23",2,347,26.8,2020-06-25 03:23:00,2020-06-25 03:40:00,"light","low",80.34567901,0.595,0.0168265999999999,"0",4.27142857140501e-05,0.0167838857142858,0.752025364847669,-0.160138981647999
"35","PA24_PI_347_O2",185.556569047619,0.0169071428571419,27.1408333333333,NA,"PA24","P. acuta","24",1,347,26.8,2020-06-25 03:23:00,2020-06-25 03:40:00,"light","low",56.86419753,0.615,0.0103978928571422,"0",4.27142857140501e-05,0.0103551785714282,0.655573180954049,-0.280278637692946
"36","PA25_PI_347_O2",112.688788571429,0.00792571428571394,26.897,NA,"PA25","P. acuta","25",9,347,26.8,2020-06-25 03:23:00,2020-06-25 03:40:00,"light","low",78.79012346,0.61,0.0048346857142855,"0",4.27142857140501e-05,0.00479197142857145,0.218949995066517,-1.14272094376206
"37","PA29_PI_347_O2",240.07155,0.0309499999999994,27.1351666666667,NA,"PA29","P. acuta","29",3,347,26.8,2020-06-25 03:23:00,2020-06-25 03:40:00,"light","high",73.72839506,0.6,0.0185699999999996,"0",4.27142857140501e-05,0.0185272857142856,0.904647775353706,0.00463700779640479
"38","PA30_PI_347_O2",110.5652,0.0174000000000004,27.128,NA,"PA30","P. acuta","30",6,347,26.8,2020-06-25 03:23:00,2020-06-25 03:40:00,"light","high",72.91358025,0.605,0.0105270000000002,"0",4.27142857140501e-05,0.0104842857142862,0.517646074188357,-0.481839681065241
"39","PA33_PI_347_O2",217.32822,0.0221799999999996,26.967,NA,"PA33","P. acuta","33",4,347,26.8,2020-06-25 03:23:00,2020-06-25 03:40:00,"light","high",69.58024691,0.61,0.0135297999999998,"0",4.27142857140501e-05,0.0134870857142857,0.697805925210801,-0.22588991260083
"40","PA34_PI_347_O2",236.127945,0.0229550000000014,27.0578333333333,NA,"PA34","P. acuta","34",5,347,26.8,2020-06-25 03:23:00,2020-06-25 03:40:00,"light","high",55.85185185,0.6,0.0137730000000008,"0",4.27142857140501e-05,0.0137302857142868,0.88500250097674,-0.0151110987505916
"43","PA20_PI_520_O2",253.821075714286,0.0350671428571422,27.265,NA,"PA20","P. acuta","20",7,520,26.8,2020-06-25 03:50:00,2020-06-25 04:07:00,"light","low",86.79012346,0.61,0.0213909571428568,"0",-0.00131949999999991,0.0227104571428567,0.942015548024478,0.0411568645485267
"44","PA23_PI_520_O2",235.869085,0.0451150000000007,27.276,NA,"PA23","P. acuta","23",2,520,26.8,2020-06-25 03:50:00,2020-06-25 04:07:00,"light","low",80.34567901,0.595,0.0268434250000004,"0",-0.00131949999999991,0.0281629250000003,1.26187906119236,0.308865408771855
"45","PA24_PI_520_O2",220.319667142857,0.0227614285714269,27.272,NA,"PA24","P. acuta","24",1,520,26.8,2020-06-25 03:50:00,2020-06-25 04:07:00,"light","low",56.86419753,0.615,0.0139982785714276,"0",-0.00131949999999991,0.0153177785714275,0.969749073273151,0.0674241100121481
"46","PA25_PI_520_O2",138.26136,0.0172400000000002,27.006,NA,"PA25","P. acuta","25",9,520,26.8,2020-06-25 03:50:00,2020-06-25 04:07:00,"light","low",78.79012346,0.61,0.0105164000000002,"0",-0.00131949999999991,0.0118359000000001,0.540794177351835,-0.445046969798866
"47","PA29_PI_520_O2",311.345315,0.0418849999999992,27.2856666666667,NA,"PA29","P. acuta","29",3,520,26.8,2020-06-25 03:50:00,2020-06-25 04:07:00,"light","high",73.72839506,0.6,0.0251309999999995,"0",-0.00131949999999991,0.0264504999999994,1.29152139989629,0.330397680878338
"48","PA30_PI_520_O2",156.457740952381,0.0297828571428569,27.27,NA,"PA30","P. acuta","30",6,520,26.8,2020-06-25 03:50:00,2020-06-25 04:07:00,"light","high",72.91358025,0.605,0.0180186285714284,"0",-0.00131949999999991,0.0193381285714283,0.954791447881782,0.0533430676539084
"49","PA33_PI_520_O2",264.240445,0.0297549999999998,27.092,NA,"PA33","P. acuta","33",4,520,26.8,2020-06-25 03:50:00,2020-06-25 04:07:00,"light","high",69.58024691,0.61,0.0181505499999999,"0",-0.00131949999999991,0.0194700499999998,1.00735744859689,0.10197650006752
"50","PA34_PI_520_O2",288.49467,0.0301299999999988,27.187,NA,"PA34","P. acuta","34",5,520,26.8,2020-06-25 03:50:00,2020-06-25 04:07:00,"light","high",55.85185185,0.6,0.0180779999999993,"0",-0.00131949999999991,0.0193974999999992,1.25028978783981,0.3003192270738
"53","PA20_PI_61_O2",149.13182,-0.00432000000000045,26.883,NA,"PA20","P. acuta","20",7,61,26.8,2020-06-25 01:37:00,2020-06-25 01:52:00,"light","low",86.79012346,0.61,-0.00263520000000027,"0",-0.000667874999999827,-0.00196732500000045,-0.0816034096698312,-3.99558993968187
"54","PA23_PI_61_O2",110.12109,-0.00828999999999965,26.876,NA,"PA23","P. acuta","23",2,61,26.8,2020-06-25 01:37:00,2020-06-25 01:52:00,"light","low",80.34567901,0.595,-0.00493254999999979,"0",-0.000667874999999827,-0.00426467499999996,-0.191084700374354,NA
"55","PA24_PI_61_O2",156.841745,-0.00604499999999977,26.921,NA,"PA24","P. acuta","24",1,61,26.8,2020-06-25 01:37:00,2020-06-25 01:52:00,"light","low",56.86419753,0.615,-0.00371767499999986,"0",-0.000667874999999827,-0.00304980000000003,-0.193078957883961,NA
"56","PA25_PI_61_O2",130.71678,-0.0137800000000007,26.683,NA,"PA25","P. acuta","25",9,61,26.8,2020-06-25 01:37:00,2020-06-25 01:52:00,"light","low",78.79012346,0.61,-0.00840580000000043,"0",-0.000667874999999827,-0.00773792500000061,-0.353553577234135,NA
"57","PA29_PI_61_O2",144.001333809524,-0.00123857142857178,26.863,NA,"PA29","P. acuta","29",3,61,26.8,2020-06-25 01:37:00,2020-06-25 01:52:00,"light","high",73.72839506,0.6,-0.000743142857143071,"0",-0.000667874999999827,-7.52678571432435e-05,-0.00367516864425391,-2.34002913925529
"58","PA30_PI_61_O2",101.50705,-0.0134500000000001,26.868,NA,"PA30","P. acuta","30",6,61,26.8,2020-06-25 01:37:00,2020-06-25 01:52:00,"light","high",72.91358025,0.605,-0.00813725000000006,"0",-0.000667874999999827,-0.00746937500000023,-0.368789324400249,NA
"59","PA33_PI_61_O2",160.433004285714,-0.00414714285714353,26.724,NA,"PA33","P. acuta","33",4,61,26.8,2020-06-25 01:37:00,2020-06-25 01:52:00,"light","high",69.58024691,0.61,-0.00252975714285755,"0",-0.000667874999999827,-0.00186188214285773,-0.0963315885176099,-5.60799654920313
"60","PA34_PI_61_O2",171.383469047619,-0.00199285714285751,26.811,NA,"PA34","P. acuta","34",5,61,26.8,2020-06-25 01:37:00,2020-06-25 01:52:00,"light","high",55.85185185,0.6,-0.0011957142857145,"0",-0.000667874999999827,-0.000527839285714677,-0.0340225322103234,-2.71844199237109
"63","PA20_PI_742_O2",312.05816,0.01264,27.416,NA,"PA20","P. acuta","20",7,742,26.8,2020-06-25 04:22:00,2020-06-25 04:38:00,"light","low",86.79012346,0.61,0.00771040000000003,"0",-0.00107737499999993,0.00878777499999995,0.364511406814397,-0.766769163840537
"64","PA23_PI_742_O2",329.02114,0.04786,27.449,NA,"PA23","P. acuta","23",2,742,26.8,2020-06-25 04:22:00,2020-06-25 04:38:00,"light","low",80.34567901,0.595,0.0284767,"0",-0.00107737499999993,0.0295540749999999,1.32421147360965,0.353618308712096
"65","PA24_PI_742_O2",266.406655,0.0252450000000003,27.414,NA,"PA24","P. acuta","24",1,742,26.8,2020-06-25 04:22:00,2020-06-25 04:38:00,"light","low",56.86419753,0.615,0.0155256750000002,"0",-0.00107737499999993,0.0166030500000001,1.05111797222614,0.14073361990547
"66","PA25_PI_742_O2",176.37826,0.0217399999999998,27.1481666666667,NA,"PA25","P. acuta","25",9,742,26.8,2020-06-25 04:22:00,2020-06-25 04:38:00,"light","low",78.79012346,0.61,0.0132613999999999,"0",-0.00107737499999993,0.0143387749999998,0.6551530538749,-0.280834829914003
"67","PA29_PI_742_O2",386.67606,0.0331399999999991,27.468,NA,"PA29","P. acuta","29",3,742,26.8,2020-06-25 04:22:00,2020-06-25 04:38:00,"light","high",73.72839506,0.6,0.0198839999999994,"0",-0.00107737499999993,0.0209613749999994,1.0234991544111,0.116448060004871
"68","PA30_PI_742_O2",221.077805,0.0347950000000003,27.439,NA,"PA30","P. acuta","30",6,742,26.8,2020-06-25 04:22:00,2020-06-25 04:38:00,"light","high",72.91358025,0.605,0.0210509750000002,"0",-0.00107737499999993,0.0221283500000001,1.09255449707533,0.176097642589678
"69","PA33_PI_742_O2",323.21548,0.03012,27.251,NA,"PA33","P. acuta","33",4,742,26.8,2020-06-25 04:22:00,2020-06-25 04:38:00,"light","high",69.58024691,0.61,0.0183732,"0",-0.00107737499999993,0.0194505749999999,1.00634983504113,0.101066159632909
"70","PA34_PI_742_O2",347.850235,0.0304650000000009,27.338,NA,"PA34","P. acuta","34",5,742,26.8,2020-06-25 04:22:00,2020-06-25 04:38:00,"light","high",55.85185185,0.6,0.0182790000000006,"0",-0.00107737499999993,0.0193563750000005,1.24763902524034,0.298354191199178
"73","PA20_PI_76_O2",142.592125,-0.00302499999999977,26.958,NA,"PA20","P. acuta","20",7,76,26.8,2020-06-25 02:02:00,2020-06-25 02:20:00,"light","low",86.79012346,0.61,-0.00184524999999986,"0",-0.00102792857142891,-0.000817321428570953,-0.0339019813033393,-2.71661650690565
"74","PA23_PI_76_O2",100.155415,-0.00541500000000014,26.943,NA,"PA23","P. acuta","23",2,76,26.8,2020-06-25 02:02:00,2020-06-25 02:20:00,"light","low",80.34567901,0.595,-0.00322192500000008,"0",-0.00102792857142891,-0.00219399642857118,-0.0983050643193044,-6.38011048536197
"75","PA24_PI_76_O2",149.785563809524,-0.00346857142857175,26.9743333333333,NA,"PA24","P. acuta","24",1,76,26.8,2020-06-25 02:02:00,2020-06-25 02:20:00,"light","low",56.86419753,0.615,-0.00213317142857163,"0",-0.00102792857142891,-0.00110524285714272,-0.0699715191375848,-3.50560898559864
"76","PA25_PI_76_O2",110.789112857143,-0.0115414285714286,26.739,NA,"PA25","P. acuta","25",9,76,26.8,2020-06-25 02:02:00,2020-06-25 02:20:00,"light","low",78.79012346,0.61,-0.00704027142857144,"0",-0.00102792857142891,-0.00601234285714254,-0.274709993273478,NA
"77","PA29_PI_76_O2",144.748045,0.000555000000000803,26.93,NA,"PA29","P. acuta","29",3,76,26.8,2020-06-25 02:02:00,2020-06-25 02:20:00,"light","high",73.72839506,0.6,0.000333000000000482,"0",-0.00102792857142891,0.00136092857142939,0.0664512343332405,-1.79305289934882
"78","PA30_PI_76_O2",82.4887,-0.00920000000000002,26.93,NA,"PA30","P. acuta","30",6,76,26.8,2020-06-25 02:02:00,2020-06-25 02:20:00,"light","high",72.91358025,0.605,-0.00556600000000001,"0",-0.00102792857142891,-0.0045380714285711,-0.224060553422844,NA
"79","PA33_PI_76_O2",156.57501,-0.00260999999999963,26.7826666666667,NA,"PA33","P. acuta","33",4,76,26.8,2020-06-25 02:02:00,2020-06-25 02:20:00,"light","high",69.58024691,0.61,-0.00159209999999977,"0",-0.00102792857142891,-0.000564171428570866,-0.0291895650425354,-2.6477489027379
"80","PA34_PI_76_O2",171.050637142857,0.000791428571428723,26.876,NA,"PA34","P. acuta","34",5,76,26.8,2020-06-25 02:02:00,2020-06-25 02:20:00,"light","high",55.85185185,0.6,0.000474857142857234,"0",-0.00102792857142891,0.00150278571428614,0.0968639067861113,-1.62524261747301
