,individual.ID,temp.Cat,site,Temp.C,umol.cm2.hr,rate.type,light_dark,fragment.ID,site.block,recovery.block
476,PA42,36,A,35.88120408,0.791504319,R,dark,PA42_D,3,1
477,PA46,36,B,35.92144898,0.680803815,R,dark,PA46_D,3,1
478,PA49,36,B,35.75544898,0.499121576,R,dark,PA49_D,3,1
479,PA50,36,B,35.89065306,0.323841808,R,dark,PA50_D,3,1
480,PA53,36,B,35.95912245,0.59628031,R,dark,PA53_D,3,1
483,PA37,37,A,36.61769388,0.697014427,R,dark,PA37_D,3,1
484,PA39,37,A,36.62640816,0.739813019,R,dark,PA39_D,3,1
485,PA41,37,A,36.66638776,0.565554362,R,dark,PA41_D,3,1
486,PA42,37,A,36.66946939,0.659632614,R,dark,PA42_D,3,1
487,PA46,37,B,36.5204898,0.623033476,R,dark,PA46_D,3,1
488,PA49,37,B,36.66544898,0.476327351,R,dark,PA49_D,3,1
489,PA50,37,B,36.53287755,0.336677557,R,dark,PA50_D,3,1
490,PA53,37,B,36.6317551,0.555514166,R,dark,PA53_D,3,1
493,PA37,38,A,37.83008163,0.574082393,R,dark,PA37_D,3,1
494,PA39,38,A,38.00983673,0.632868907,R,dark,PA39_D,3,1
495,PA41,38,A,38.03112245,0.490567659,R,dark,PA41_D,3,1
496,PA42,38,A,37.98328571,0.556950071,R,dark,PA42_D,3,1
497,PA46,38,B,38.00683673,0.502768207,R,dark,PA46_D,3,1
498,PA49,38,B,37.72820408,0.456422142,R,dark,PA49_D,3,1
499,PA50,38,B,38.00083673,0.290806982,R,dark,PA50_D,3,1
500,PA53,38,B,38.05928571,0.426422655,R,dark,PA53_D,3,1
503,PA37,39,A,38.857,0.568418565,R,dark,PA37_D,3,1
504,PA39,39,A,39.07834694,0.658905889,R,dark,PA39_D,3,1
505,PA41,39,A,39.16779592,0.546741465,R,dark,PA41_D,3,1
506,PA42,39,A,38.99706122,0.580330844,R,dark,PA42_D,3,1
507,PA46,39,B,39.11091837,0.541858405,R,dark,PA46_D,3,1
508,PA49,39,B,38.8624898,0.436271266,R,dark,PA49_D,3,1
509,PA50,39,B,39.04669388,0.288496133,R,dark,PA50_D,3,1
510,PA53,39,B,39.16491837,0.483187915,R,dark,PA53_D,3,1
513,PA37,40,A,39.84928571,0.558371956,R,dark,PA37_D,3,1
514,PA39,40,A,39.99920408,0.59188004,R,dark,PA39_D,3,1
515,PA41,40,A,40.10506122,0.514454456,R,dark,PA41_D,3,1
516,PA42,40,A,40.0224898,0.542184771,R,dark,PA42_D,3,1
517,PA46,40,B,39.9627551,0.480833992,R,dark,PA46_D,3,1
518,PA49,40,B,39.81242857,0.393339793,R,dark,PA49_D,3,1
519,PA50,40,B,40.02716327,0.257256534,R,dark,PA50_D,3,1
520,PA53,40,B,40.09183673,0.410999484,R,dark,PA53_D,3,1
523,PA38,20,A,20.14810204,0.27626055,R,dark,PA38_D,3,2
524,PA40,20,A,19.92120408,0.279862006,R,dark,PA40_D,3,2
525,PA43,20,A,20.01846939,0.384769368,R,dark,PA43_D,3,2
526,PA45,20,A,20.18602041,0.368955271,R,dark,PA45_D,3,2
527,PA48,20,B,20.15318367,0.369634587,R,dark,PA48_D,3,2
528,PA51,20,B,20.11130612,0.23167846,R,dark,PA51_D,3,2
529,PA52,20,B,20.18204082,0.290162389,R,dark,PA52_D,3,2
530,PA54,20,B,20.1004898,0.248675532,R,dark,PA54_D,3,2
533,PA38,24,A,24.537,0.405162864,R,dark,PA38_D,3,2
534,PA40,24,A,24.30553061,0.428645274,R,dark,PA40_D,3,2
535,PA43,24,A,24.39346939,0.474111639,R,dark,PA43_D,3,2
536,PA45,24,A,24.23238776,0.499524703,R,dark,PA45_D,3,2
537,PA48,24,B,24.28022449,0.46600736,R,dark,PA48_D,3,2
538,PA51,24,B,24.1537551,0.258409139,R,dark,PA51_D,3,2
539,PA52,24,B,24.31502041,0.318161309,R,dark,PA52_D,3,2
540,PA54,24,B,24.26061224,0.351854491,R,dark,PA54_D,3,2
543,PA38,28,A,28.31016327,0.488532213,R,dark,PA38_D,3,2
544,PA40,28,A,28.20155102,0.477960157,R,dark,PA40_D,3,2
545,PA43,28,A,28.32920408,0.545157312,R,dark,PA43_D,3,2
546,PA45,28,A,28.18416327,0.604924362,R,dark,PA45_D,3,2
547,PA48,28,B,28.28581633,0.573717664,R,dark,PA48_D,3,2
548,PA51,28,B,28.05929167,0.312499565,R,dark,PA51_D,3,2
549,PA52,28,B,28.25022449,0.421436292,R,dark,PA52_D,3,2
550,PA54,28,B,28.11793878,0.422822212,R,dark,PA54_D,3,2
553,PA38,30,A,30.18606,0.536593849,R,dark,PA38_D,3,2
554,PA40,30,A,29.9659,0.488658667,R,dark,PA40_D,3,2
555,PA43,30,A,30.1125,0.586073295,R,dark,PA43_D,3,2
556,PA45,30,A,29.9535,0.597929659,R,dark,PA45_D,3,2
557,PA48,30,B,30.13182,0.595932798,R,dark,PA48_D,3,2
558,PA51,30,B,29.94516,0.340070047,R,dark,PA51_D,3,2
559,PA52,30,B,30.20144,0.457830658,R,dark,PA52_D,3,2
560,PA54,30,B,30.02478,0.473289713,R,dark,PA54_D,3,2
563,PA38,31,A,31.25522449,0.549804158,R,dark,PA38_D,3,2
564,PA40,31,A,31.02173469,0.50099695,R,dark,PA40_D,3,2
565,PA43,31,A,31.13963265,0.577099554,R,dark,PA43_D,3,2
566,PA45,31,A,31.04128571,0.626137024,R,dark,PA45_D,3,2
567,PA48,31,B,31.14626531,0.588200191,R,dark,PA48_D,3,2
568,PA51,31,B,30.99046939,0.340614188,R,dark,PA51_D,3,2
569,PA52,31,B,31.32561224,0.475910234,R,dark,PA52_D,3,2
570,PA54,31,B,31.12302041,0.494104972,R,dark,PA54_D,3,2
573,PA38,32,A,32.02934694,0.548839279,R,dark,PA38_D,3,2
574,PA40,32,A,31.80738776,0.516316043,R,dark,PA40_D,3,2
575,PA43,32,A,31.89030612,0.60002492,R,dark,PA43_D,3,2
576,PA45,32,A,31.81059184,0.610442693,R,dark,PA45_D,3,2
577,PA48,32,B,31.97555102,0.583934084,R,dark,PA48_D,3,2
578,PA51,32,B,31.74463265,0.337435794,R,dark,PA51_D,3,2
579,PA52,32,B,32.13012245,0.487757591,R,dark,PA52_D,3,2
580,PA54,32,B,31.86028571,0.493456367,R,dark,PA54_D,3,2
583,PA38,35,A,34.95391837,0.739335311,R,dark,PA38_D,3,2
584,PA40,35,A,34.69306122,0.640715938,R,dark,PA40_D,3,2
585,PA43,35,A,34.88134694,0.772467592,R,dark,PA43_D,3,2
586,PA45,35,A,34.81877551,0.804435201,R,dark,PA45_D,3,2
587,PA48,35,B,34.96606122,0.74635787,R,dark,PA48_D,3,2
588,PA51,35,B,34.73373469,0.488580222,R,dark,PA51_D,3,2
589,PA52,35,B,35.09655102,0.584149613,R,dark,PA52_D,3,2
590,PA54,35,B,34.83453061,0.597784208,R,dark,PA54_D,3,2
593,PA38,36,A,36.17981633,0.628764423,R,dark,PA38_D,3,2
594,PA40,36,A,35.86455102,0.603105502,R,dark,PA40_D,3,2
595,PA43,36,A,36.13947917,0.696305341,R,dark,PA43_D,3,2
596,PA45,36,A,35.84722449,0.752012453,R,dark,PA45_D,3,2
597,PA48,36,B,36.00734694,0.713084914,R,dark,PA48_D,3,2
598,PA51,36,B,35.75160417,0.414794856,R,dark,PA51_D,3,2
599,PA52,36,B,36.19628571,0.545618561,R,dark,PA52_D,3,2
600,PA54,36,B,36.06967347,0.569218251,R,dark,PA54_D,3,2
603,PA38,37,A,36.92165306,0.525575728,R,dark,PA38_D,3,2
604,PA40,37,A,36.73087755,0.54603222,R,dark,PA40_D,3,2
605,PA43,37,A,36.87422449,0.602616497,R,dark,PA43_D,3,2
606,PA45,37,A,36.7264898,0.646441632,R,dark,PA45_D,3,2
607,PA48,37,B,36.80502041,0.646039617,R,dark,PA48_D,3,2
608,PA51,37,B,36.667875,0.374184725,R,dark,PA51_D,3,2
609,PA52,37,B,37.01722449,0.483493276,R,dark,PA52_D,3,2
610,PA54,37,B,36.79706122,0.493683312,R,dark,PA54_D,3,2
613,PA38,38,A,38.203,0.451858082,R,dark,PA38_D,3,2
614,PA40,38,A,38.01467347,0.497014038,R,dark,PA40_D,3,2
615,PA43,38,A,38.08783333,0.512508997,R,dark,PA43_D,3,2
616,PA45,38,A,38.19704082,0.614815163,R,dark,PA45_D,3,2
617,PA48,38,B,38.21889796,0.553007166,R,dark,PA48_D,3,2
618,PA51,38,B,38.13127083,0.335967534,R,dark,PA51_D,3,2
619,PA52,38,B,38.24516327,0.387823133,R,dark,PA52_D,3,2
620,PA54,38,B,37.97528571,0.458400206,R,dark,PA54_D,3,2
623,PA38,39,A,38.94491837,0.449593976,R,dark,PA38_D,3,2
624,PA40,39,A,38.87146939,0.46516601,R,dark,PA40_D,3,2
625,PA43,39,A,39.13440816,0.499307559,R,dark,PA43_D,3,2
626,PA45,39,A,39.12979592,0.431141867,R,dark,PA45_D,3,2
627,PA48,39,B,39.13022449,0.529905364,R,dark,PA48_D,3,2
628,PA51,39,B,39.068875,0.470253754,R,dark,PA51_D,3,2
629,PA52,39,B,39.06602041,0.3725933,R,dark,PA52_D,3,2
630,PA54,39,B,38.75569388,0.410636548,R,dark,PA54_D,3,2
633,PA38,40,A,40.11952083,0.426708731,R,dark,PA38_D,3,2
634,PA40,40,A,39.9475625,0.476617017,R,dark,PA40_D,3,2
635,PA43,40,A,40.16385417,0.507930383,R,dark,PA43_D,3,2
636,PA45,40,A,40.125375,0.600472893,R,dark,PA45_D,3,2
637,PA48,40,B,40.19527083,0.493787052,R,dark,PA48_D,3,2
638,PA51,40,B,40.12729167,0.340063923,R,dark,PA51_D,3,2
639,PA52,40,B,40.14104167,0.377594946,R,dark,PA52_D,3,2
640,PA54,40,B,39.86389583,0.415616632,R,dark,PA54_D,3,2
643,PA1,20,A,20.17070115,0.447550268,NP,light,PA1_L,1,1
644,PA10,20,B,20.37197126,0.390238141,NP,light,PA10_L,1,1
645,PA11,20,B,20.09817816,0.417668365,NP,light,PA11_L,1,1
646,PA17,20,B,20.06635632,0.410998275,NP,light,PA17_L,1,1
647,PA18,20,B,20.02918966,0.458592605,NP,light,PA18_L,1,1
648,PA5,20,A,19.89886286,0.471631922,NP,light,PA5_L,1,1
649,PA7,20,A,19.99338506,0.465490343,NP,light,PA7_L,1,1
650,PA9,20,A,20.10325434,0.53509412,NP,light,PA9_L,1,1
653,PA1,24,A,24.10565497,0.792117883,NP,light,PA1_L,1,1
654,PA10,24,B,24.21588304,0.626743696,NP,light,PA10_L,1,1
655,PA11,24,B,24.15376608,0.688498789,NP,light,PA11_L,1,1
656,PA17,24,B,24.21316959,0.642373704,NP,light,PA17_L,1,1
657,PA18,24,B,24.07412281,0.525988605,NP,light,PA18_L,1,1
658,PA5,24,A,24.01360819,0.864981824,NP,light,PA5_L,1,1
659,PA7,24,A,24.1205614,0.846421434,NP,light,PA7_L,1,1
660,PA9,24,A,24.14092982,0.736472886,NP,light,PA9_L,1,1
663,PA1,28,A,28.06407558,0.972373876,NP,light,PA1_L,1,1
664,PA10,28,B,28.19164912,0.604004286,NP,light,PA10_L,1,1
665,PA11,28,B,28.12794186,0.786180148,NP,light,PA11_L,1,1
666,PA17,28,B,28.13406977,0.600121405,NP,light,PA17_L,1,1
667,PA18,28,B,27.95438372,0.543722161,NP,light,PA18_L,1,1
668,PA5,28,A,27.92143275,0.95171876,NP,light,PA5_L,1,1
669,PA7,28,A,28.07990698,0.947787511,NP,light,PA7_L,1,1
670,PA9,28,A,28.08526163,0.802584472,NP,light,PA9_L,1,1
673,PA1,30,A,29.95663584,1.028898678,NP,light,PA1_L,1,1
674,PA10,30,B,30.03583815,0.521893818,NP,light,PA10_L,1,1
675,PA11,30,B,30.02431214,0.48687074,NP,light,PA11_L,1,1
676,PA17,30,B,30.13262428,0.759895102,NP,light,PA17_L,1,1
677,PA18,30,B,29.85708671,0.515503169,NP,light,PA18_L,1,1
678,PA5,30,A,29.94267052,0.922089125,NP,light,PA5_L,1,1
679,PA7,30,A,30.10497688,0.93584595,NP,light,PA7_L,1,1
680,PA9,30,A,30.09991908,0.86446848,NP,light,PA9_L,1,1
683,PA1,31,A,31.00836047,0.881175353,NP,light,PA1_L,1,1
684,PA10,31,B,31.10415698,0.543575214,NP,light,PA10_L,1,1
685,PA11,31,B,31.08597093,0.635011074,NP,light,PA11_L,1,1
686,PA17,31,B,31.07215116,0.706033622,NP,light,PA17_L,1,1
687,PA18,31,B,30.86296512,0.451834562,NP,light,PA18_L,1,1
688,PA5,31,A,30.84476163,0.966980365,NP,light,PA5_L,1,1
689,PA7,31,A,31.01393023,0.95145531,NP,light,PA7_L,1,1
690,PA9,31,A,31.03061047,0.759928533,NP,light,PA9_L,1,1
693,PA1,32,A,31.97011765,0.902211536,NP,light,PA1_L,1,1
694,PA10,32,B,32.07291228,0.45474411,NP,light,PA10_L,1,1
695,PA11,32,B,32.02361176,0.464198037,NP,light,PA11_L,1,1
696,PA17,32,B,32.00575882,0.630264739,NP,light,PA17_L,1,1
697,PA18,32,B,31.8937,0.454561603,NP,light,PA18_L,1,1
698,PA5,32,A,31.81361765,0.853065186,NP,light,PA5_L,1,1
699,PA7,32,A,31.97315882,0.740254193,NP,light,PA7_L,1,1
700,PA9,32,A,31.99447059,0.64146341,NP,light,PA9_L,1,1
703,PA1,35,A,34.82716185,0.423817819,NP,light,PA1_L,1,1
704,PA10,35,B,34.90176023,0.236635018,NP,light,PA10_L,1,1
705,PA11,35,B,34.94622093,0.339938526,NP,light,PA11_L,1,1
706,PA17,35,B,34.91821512,0.428826263,NP,light,PA17_L,1,1
707,PA18,35,B,34.63614535,0.20705331,NP,light,PA18_L,1,1
708,PA5,35,A,34.71423256,0.643172587,NP,light,PA5_L,1,1
709,PA7,35,A,34.94131977,0.703351821,NP,light,PA7_L,1,1
710,PA9,35,A,34.94620349,0.434824234,NP,light,PA9_L,1,1
713,PA1,37,A,36.82893548,0.184044063,NP,light,PA1_L,1,1
714,PA10,37,B,36.88873514,-0.02193539,NP,light,PA10_L,1,1
715,PA11,37,B,36.88953226,-0.02052853,NP,light,PA11_L,1,1
716,PA17,37,B,36.8237043,0.171135758,NP,light,PA17_L,1,1
717,PA18,37,B,36.59640541,-0.01749948,NP,light,PA18_L,1,1
718,PA5,37,A,36.66251075,-0.006221336,NP,light,PA5_L,1,1
719,PA7,37,A,36.86408065,0.211192039,NP,light,PA7_L,1,1
720,PA9,37,A,36.88604839,0.013066449,NP,light,PA9_L,1,1
723,PA12,20,B,20.37640116,0.40906454,NP,light,PA12_L,1,2
724,PA13,20,B,20.17709302,0.580371461,NP,light,PA13_L,1,2
725,PA14,20,B,20.3564593,0.542507379,NP,light,PA14_L,1,2
726,PA16,20,B,20.30690116,0.519695935,NP,light,PA16_L,1,2
727,PA2,20,A,20.44495349,0.705120486,NP,light,PA2_L,1,2
728,PA3,20,A,20.28545349,0.412574212,NP,light,PA3_L,1,2
729,PA4,20,A,20.46962209,0.719122686,NP,light,PA4_L,1,2
730,PA8,20,A,20.29160465,0.824630335,NP,light,PA8_L,1,2
733,PA12,24,B,24.35952632,0.608266168,NP,light,PA12_L,1,2
734,PA13,24,B,24.11290643,0.719234913,NP,light,PA13_L,1,2
735,PA14,24,B,24.41336842,0.787703977,NP,light,PA14_L,1,2
736,PA16,24,B,24.35099415,0.750382671,NP,light,PA16_L,1,2
737,PA2,24,A,24.39584211,0.913081985,NP,light,PA2_L,1,2
738,PA3,24,A,24.19207018,1.059383275,NP,light,PA3_L,1,2
739,PA4,24,A,24.39893567,0.863429349,NP,light,PA4_L,1,2
740,PA8,24,A,24.12948538,1.116566471,NP,light,PA8_L,1,2
743,PA12,28,B,28.08178857,0.640028003,NP,light,PA12_L,1,2
744,PA13,28,B,27.96366286,0.90589791,NP,light,PA13_L,1,2
745,PA14,28,B,28.12176571,1.000817025,NP,light,PA14_L,1,2
746,PA16,28,B,28.11358286,0.823353069,NP,light,PA16_L,1,2
747,PA2,28,A,28.14292571,1.045715142,NP,light,PA2_L,1,2
748,PA3,28,A,27.96770857,1.248074496,NP,light,PA3_L,1,2
749,PA4,28,A,28.17039429,1.013635543,NP,light,PA4_L,1,2
750,PA8,28,A,27.92330286,1.323591151,NP,light,PA8_L,1,2
753,PA12,30,B,30.16444767,0.766390538,NP,light,PA12_L,1,2
754,PA13,30,B,30.11423256,0.947535902,NP,light,PA13_L,1,2
755,PA14,30,B,30.11465116,0.750702747,NP,light,PA14_L,1,2
756,PA16,30,B,29.93415698,0.746707886,NP,light,PA16_L,1,2
757,PA2,30,A,30.00480814,1.231696286,NP,light,PA2_L,1,2
758,PA3,30,A,29.88919186,1.24276567,NP,light,PA3_L,1,2
759,PA4,30,A,30.10363953,1.120756809,NP,light,PA4_L,1,2
760,PA8,30,A,30.03528488,1.485307235,NP,light,PA8_L,1,2
763,PA12,31,B,31.15991765,0.757885255,NP,light,PA12_L,1,2
764,PA13,31,B,31.09398824,0.692603061,NP,light,PA13_L,1,2
765,PA14,31,B,31.06541176,0.870478215,NP,light,PA14_L,1,2
766,PA16,31,B,30.89661765,0.715948604,NP,light,PA16_L,1,2
767,PA2,31,A,30.95234706,1.242467322,NP,light,PA2_L,1,2
768,PA3,31,A,30.86668235,1.255566209,NP,light,PA3_L,1,2
769,PA4,31,A,31.16964706,1.052015614,NP,light,PA4_L,1,2
770,PA8,31,A,31.10815882,1.47244181,NP,light,PA8_L,1,2
773,PA12,32,B,32.02412791,0.733516964,NP,light,PA12_L,1,2
774,PA13,32,B,32.12996512,0.791652106,NP,light,PA13_L,1,2
775,PA14,32,B,31.99684884,0.867503715,NP,light,PA14_L,1,2
776,PA16,32,B,31.79372674,0.682236425,NP,light,PA16_L,1,2
777,PA2,32,A,31.88818023,1.223558094,NP,light,PA2_L,1,2
778,PA3,32,A,31.83513953,1.104976659,NP,light,PA3_L,1,2
779,PA4,32,A,32.16505233,0.83308359,NP,light,PA4_L,1,2
780,PA8,32,A,32.13693605,0.924910266,NP,light,PA8_L,1,2
783,PA12,35,B,34.73368,0.49145913,NP,light,PA12_L,1,2
784,PA13,35,B,34.9698,0.602378156,NP,light,PA13_L,1,2
785,PA14,35,B,34.71679429,0.620620806,NP,light,PA14_L,1,2
786,PA16,35,B,34.54808824,0.369788776,NP,light,PA16_L,1,2
787,PA2,35,A,34.49654286,0.852748234,NP,light,PA2_L,1,2
788,PA3,35,A,34.50155882,0.724412391,NP,light,PA3_L,1,2
789,PA4,35,A,34.78784,0.635880533,NP,light,PA4_L,1,2
790,PA8,35,A,34.76042857,0.675519225,NP,light,PA8_L,1,2
793,PA12,37,B,36.73925731,0.213831145,NP,light,PA12_L,1,2
794,PA13,37,B,36.95614118,0.276835315,NP,light,PA13_L,1,2
795,PA14,37,B,36.76209942,0.122267797,NP,light,PA14_L,1,2
796,PA16,37,B,36.46969591,0.126993591,NP,light,PA16_L,1,2
797,PA2,37,A,36.64124561,0.068438068,NP,light,PA2_L,1,2
798,PA3,37,A,36.71739181,-0.098914973,NP,light,PA3_L,1,2
799,PA4,37,A,36.83285965,0.174062881,NP,light,PA4_L,1,2
800,PA8,37,A,36.72810526,0.197778924,NP,light,PA8_L,1,2
803,PA21,20,B,20.01060355,0.566807163,NP,light,PA21_L,2,1
804,PA22,20,B,20.1606568,0.374003499,NP,light,PA22_L,2,1
805,PA26,20,B,20.11688757,0.272893524,NP,light,PA26_L,2,1
806,PA27,20,B,20.23849704,0.447069612,NP,light,PA27_L,2,1
807,PA30,20,A,20.15109467,0.975823138,NP,light,PA30_L,2,1
808,PA33,20,A,20.28082249,0.496826562,NP,light,PA33_L,2,1
809,PA34,20,A,20.1943787,0.915704249,NP,light,PA34_L,2,1
810,PA36,20,A,20.15778107,0.54185425,NP,light,PA36_L,2,1
813,PA21,24,B,24.20622485,0.756667415,NP,light,PA21_L,2,1
814,PA22,24,B,24.32446746,0.560039849,NP,light,PA22_L,2,1
815,PA26,24,B,24.34666272,0.462755769,NP,light,PA26_L,2,1
816,PA27,24,B,24.39995266,0.654488549,NP,light,PA27_L,2,1
817,PA30,24,A,24.27781657,1.102787039,NP,light,PA30_L,2,1
818,PA33,24,A,24.47011834,0.676127085,NP,light,PA33_L,2,1
819,PA34,24,A,24.39309467,1.198609458,NP,light,PA34_L,2,1
820,PA36,24,A,24.36698817,0.704927934,NP,light,PA36_L,2,1
823,PA21,28,B,28.06895266,0.669473157,NP,light,PA21_L,2,1
824,PA22,28,B,28.25459172,0.590522105,NP,light,PA22_L,2,1
825,PA26,28,B,28.20326627,0.49687815,NP,light,PA26_L,2,1
826,PA27,28,B,28.16575148,0.701432353,NP,light,PA27_L,2,1
827,PA30,28,A,28.10066272,1.317084199,NP,light,PA30_L,2,1
828,PA33,28,A,28.30527811,0.760204936,NP,light,PA33_L,2,1
829,PA34,28,A,28.22815976,1.250915164,NP,light,PA34_L,2,1
830,PA36,28,A,28.20182249,0.779387394,NP,light,PA36_L,2,1
833,PA21,30,B,30.00055621,0.68121571,NP,light,PA21_L,2,1
834,PA22,30,B,30.09689941,0.543073024,NP,light,PA22_L,2,1
835,PA26,30,B,30.04694675,0.489176478,NP,light,PA26_L,2,1
836,PA27,30,B,30.15560355,0.869404986,NP,light,PA27_L,2,1
837,PA30,30,A,29.98812426,1.362006444,NP,light,PA30_L,2,1
838,PA33,30,A,30.1492426,0.783941376,NP,light,PA33_L,2,1
839,PA34,30,A,30.14354438,1.198927838,NP,light,PA34_L,2,1
840,PA36,30,A,30.08839645,0.749843802,NP,light,PA36_L,2,1
843,PA21,31,B,30.85140476,0.715579427,NP,light,PA21_L,2,1
844,PA22,31,B,31.06945833,0.540319818,NP,light,PA22_L,2,1
845,PA26,31,B,31.01660119,0.541331098,NP,light,PA26_L,2,1
846,PA27,31,B,31.06725,0.906425088,NP,light,PA27_L,2,1
847,PA30,31,A,30.8965,1.389355764,NP,light,PA30_L,2,1
848,PA33,31,A,31.12667262,0.784708807,NP,light,PA33_L,2,1
849,PA34,31,A,31.06683333,1.296485348,NP,light,PA34_L,2,1
850,PA36,31,A,31.05243452,0.741741322,NP,light,PA36_L,2,1
853,PA21,32,B,31.84172781,0.634269104,NP,light,PA21_L,2,1
854,PA22,32,B,32.02459524,0.49781798,NP,light,PA22_L,2,1
855,PA26,32,B,32.00301786,0.474812204,NP,light,PA26_L,2,1
856,PA27,32,B,32.0236568,0.717356142,NP,light,PA27_L,2,1
857,PA30,32,A,31.92153571,1.219726542,NP,light,PA30_L,2,1
858,PA33,32,A,32.06908929,0.764772453,NP,light,PA33_L,2,1
859,PA34,32,A,32.01029586,1.215369087,NP,light,PA34_L,2,1
860,PA36,32,A,31.99142262,0.622791508,NP,light,PA36_L,2,1
863,PA21,35,B,34.77886391,0.390210881,NP,light,PA21_L,2,1
864,PA22,35,B,34.99009467,0.233658276,NP,light,PA22_L,2,1
865,PA26,35,B,34.93292308,0.290377163,NP,light,PA26_L,2,1
866,PA27,35,B,34.97732544,0.477628114,NP,light,PA27_L,2,1
867,PA30,35,A,34.81351479,0.765147267,NP,light,PA30_L,2,1
868,PA33,35,A,35.02276923,0.523638364,NP,light,PA33_L,2,1
869,PA34,35,A,35.0058284,0.809404298,NP,light,PA34_L,2,1
870,PA36,35,A,34.95227219,0.51193104,NP,light,PA36_L,2,1
873,PA21,37,B,36.72778235,-0.051104507,NP,light,PA21_L,2,1
874,PA22,37,B,36.96461176,0.014249677,NP,light,PA22_L,2,1
875,PA26,37,B,36.98858235,-0.096910492,NP,light,PA26_L,2,1
876,PA27,37,B,36.95577059,0.108687311,NP,light,PA27_L,2,1
877,PA30,37,A,36.79288824,0.076192244,NP,light,PA30_L,2,1
878,PA33,37,A,37.04635294,0.237053421,NP,light,PA33_L,2,1
879,PA34,37,A,37.00283529,0.292694338,NP,light,PA34_L,2,1
880,PA36,37,A,36.96215294,0.161770263,NP,light,PA36_L,2,1
883,PA19,20,B,20.39236905,0.889025409,NP,light,PA19_L,2,2
884,PA20,20,B,20.19027381,0.536391122,NP,light,PA20_L,2,2
885,PA23,20,B,20.37889881,0.594427643,NP,light,PA23_L,2,2
886,PA25,20,B,20.33177381,0.451160672,NP,light,PA25_L,2,2
887,PA29,20,A,20.3699881,1.077564161,NP,light,PA29_L,2,2
888,PA31,20,A,20.31573214,0.847710555,NP,light,PA31_L,2,2
889,PA32,20,A,20.19343452,0.963146741,NP,light,PA32_L,2,2
890,PA35,20,A,20.18376048,0.989940148,NP,light,PA35_L,2,2
893,PA19,24,B,24.35904678,1.190762623,NP,light,PA19_L,2,2
894,PA20,24,B,24.23030409,0.70007542,NP,light,PA20_L,2,2
895,PA23,24,B,24.43598246,0.857025399,NP,light,PA23_L,2,2
896,PA25,24,B,24.38142105,0.775594977,NP,light,PA25_L,2,2
897,PA29,24,A,24.42365497,1.334824787,NP,light,PA29_L,2,2
898,PA31,24,A,24.42477193,1.126427743,NP,light,PA31_L,2,2
899,PA32,24,A,24.29239766,1.201811731,NP,light,PA32_L,2,2
900,PA35,24,A,24.15320468,1.109912614,NP,light,PA35_L,2,2
903,PA19,28,B,28.35291765,1.302297085,NP,light,PA19_L,2,2
904,PA20,28,B,28.10701176,0.778457214,NP,light,PA20_L,2,2
905,PA23,28,B,28.43158235,0.963930974,NP,light,PA23_L,2,2
906,PA25,28,B,28.36509412,0.780709748,NP,light,PA25_L,2,2
907,PA29,28,A,28.44961176,1.502209777,NP,light,PA29_L,2,2
908,PA31,28,A,28.37746471,1.238531146,NP,light,PA31_L,2,2
909,PA32,28,A,28.37055882,1.062695065,NP,light,PA32_L,2,2
910,PA35,28,A,28.11474118,1.222720917,NP,light,PA35_L,2,2
913,PA19,30,B,30.19749412,1.304333046,NP,light,PA19_L,2,2
914,PA20,30,B,29.97499412,0.768042253,NP,light,PA20_L,2,2
915,PA23,30,B,30.31401176,1.003399943,NP,light,PA23_L,2,2
916,PA25,30,B,30.25483529,0.753575332,NP,light,PA25_L,2,2
917,PA29,30,A,30.34709412,1.526227105,NP,light,PA29_L,2,2
918,PA31,30,A,30.29052353,1.310093765,NP,light,PA31_L,2,2
919,PA32,30,A,30.31987719,1.071756442,NP,light,PA32_L,2,2
920,PA35,30,A,29.99701176,1.232171022,NP,light,PA35_L,2,2
923,PA19,31,B,31.03557059,1.311772462,NP,light,PA19_L,2,2
924,PA20,31,B,30.86923529,0.752798721,NP,light,PA20_L,2,2
925,PA23,31,B,31.20163529,1.027486817,NP,light,PA23_L,2,2
926,PA25,31,B,31.17748824,0.734399945,NP,light,PA25_L,2,2
927,PA29,31,A,31.26087647,1.538902613,NP,light,PA29_L,2,2
928,PA31,31,A,31.19819412,1.324755263,NP,light,PA31_L,2,2
929,PA32,31,A,31.19463529,1.120044223,NP,light,PA32_L,2,2
930,PA35,31,A,30.86513529,1.238592814,NP,light,PA35_L,2,2
933,PA19,32,B,32.12337059,1.228862192,NP,light,PA19_L,2,2
934,PA20,32,B,31.93968235,0.673639318,NP,light,PA20_L,2,2
935,PA23,32,B,32.13507647,1.002927026,NP,light,PA23_L,2,2
936,PA25,32,B,32.24792353,0.684373393,NP,light,PA25_L,2,2
937,PA29,32,A,32.31727059,1.522408658,NP,light,PA29_L,2,2
938,PA31,32,A,32.22153529,1.298525146,NP,light,PA31_L,2,2
939,PA32,32,A,32.20158824,0.983784145,NP,light,PA32_L,2,2
940,PA35,32,A,31.9584,0.938995626,NP,light,PA35_L,2,2
943,PA19,35,B,34.8508538,0.715556406,NP,light,PA19_L,2,2
944,PA20,35,B,34.56452632,0.408508819,NP,light,PA20_L,2,2
945,PA23,35,B,34.8865848,0.571170884,NP,light,PA23_L,2,2
946,PA25,35,B,35.07936257,0.415872353,NP,light,PA25_L,2,2
