,individual.ID,temp.Cat,site,Temp.C,umol.cm2.hr,rate.type,light_dark,fragment.ID,site.block,recovery.block
44,PA17,32,B,32.00575882,0.188015929,C,light,PA17_C,1,1
45,PA18,32,B,31.8937,0.37933968,C,light,PA18_C,1,1
46,PA5,32,A,31.81361765,0.241579045,C,light,PA5_C,1,1
47,PA7,32,A,31.97315882,0.175038264,C,light,PA7_C,1,1
48,PA9,32,A,31.99447059,0.170145014,C,light,PA9_C,1,1
49,PA1,35,A,34.82716185,0.243253082,C,light,PA1_C,1,1
50,PA10,35,B,34.90176023,0.069106839,C,light,PA10_C,1,1
51,PA11,35,B,34.94622093,0.102052927,C,light,PA11_C,1,1
52,PA17,35,B,34.91821512,0.041543839,C,light,PA17_C,1,1
53,PA18,35,B,34.63614535,0.024335375,C,light,PA18_C,1,1
54,PA5,35,A,34.71423256,0.218039754,C,light,PA5_C,1,1
55,PA7,35,A,34.94131977,0.040356781,C,light,PA7_C,1,1
56,PA9,35,A,34.94620349,0.089232483,C,light,PA9_C,1,1
57,PA1,37,A,36.82893548,0.124230554,C,light,PA1_C,1,1
58,PA10,37,B,36.88873514,0.087376802,C,light,PA10_C,1,1
59,PA11,37,B,36.88953226,0.010560184,C,light,PA11_C,1,1
60,PA17,37,B,36.8237043,0,C,light,PA17_C,1,1
61,PA18,37,B,36.59640541,0.008514719,C,light,PA18_C,1,1
62,PA5,37,A,36.66251075,0.06615871,C,light,PA5_C,1,1
63,PA7,37,A,36.86408065,0.021133448,C,light,PA7_C,1,1
64,PA9,37,A,36.88604839,0.215387239,C,light,PA9_C,1,1
65,PA12,20,B,20.37640116,0.105163235,C,light,PA12_C,1,2
66,PA13,20,B,20.17709302,0.110287307,C,light,PA13_C,1,2
67,PA14,20,B,20.3564593,0.170248372,C,light,PA14_C,1,2
68,PA16,20,B,20.30690116,0.110015547,C,light,PA16_C,1,2
69,PA2,20,A,20.44495349,0.198489129,C,light,PA2_C,1,2
70,PA3,20,A,20.28545349,0.120384373,C,light,PA3_C,1,2
71,PA4,20,A,20.46962209,0.118112727,C,light,PA4_C,1,2
72,PA8,20,A,20.29160465,0.104356418,C,light,PA8_C,1,2
73,PA12,24,B,24.35952632,0.179981147,C,light,PA12_C,1,2
74,PA13,24,B,24.11290643,0.200808285,C,light,PA13_C,1,2
75,PA14,24,B,24.41336842,0.234785452,C,light,PA14_C,1,2
76,PA16,24,B,24.35099415,0.229495195,C,light,PA16_C,1,2
77,PA2,24,A,24.39584211,0.235555044,C,light,PA2_C,1,2
78,PA3,24,A,24.19207018,0.199422089,C,light,PA3_C,1,2
79,PA4,24,A,24.39893567,0.180030595,C,light,PA4_C,1,2
80,PA8,24,A,24.12948538,0.168711669,C,light,PA8_C,1,2
81,PA12,28,B,28.08178857,0.231947627,C,light,PA12_C,1,2
82,PA13,28,B,27.96366286,0.214575966,C,light,PA13_C,1,2
83,PA14,28,B,28.12176571,0.271862838,C,light,PA14_C,1,2
84,PA16,28,B,28.11358286,0.236995153,C,light,PA16_C,1,2
85,PA2,28,A,28.14292571,0.143247404,C,light,PA2_C,1,2
86,PA3,28,A,27.96770857,0.235597658,C,light,PA3_C,1,2
87,PA4,28,A,28.17039429,0.201720321,C,light,PA4_C,1,2
88,PA8,28,A,27.92330286,0.179150041,C,light,PA8_C,1,2
89,PA12,30,B,30.16444767,0.27657153,C,light,PA12_C,1,2
90,PA13,30,B,30.11423256,0.249284176,C,light,PA13_C,1,2
91,PA14,30,B,30.11465116,0.273179634,C,light,PA14_C,1,2
92,PA16,30,B,29.93415698,0.240570878,C,light,PA16_C,1,2
93,PA2,30,A,30.00480814,0.168225783,C,light,PA2_C,1,2
94,PA3,30,A,29.88919186,0.266348427,C,light,PA3_C,1,2
95,PA4,30,A,30.10363953,0.233798462,C,light,PA4_C,1,2
96,PA8,30,A,30.03528488,0.232041462,C,light,PA8_C,1,2
97,PA12,31,B,31.15991765,0.268325751,C,light,PA12_C,1,2
98,PA13,31,B,31.09398824,0.259822481,C,light,PA13_C,1,2
99,PA14,31,B,31.06541176,0.264687219,C,light,PA14_C,1,2
100,PA16,31,B,30.89661765,0.255680178,C,light,PA16_C,1,2
101,PA2,31,A,30.95234706,0.22948187,C,light,PA2_C,1,2
102,PA3,31,A,30.86668235,0.259797405,C,light,PA3_C,1,2
103,PA4,31,A,31.16964706,0.224814811,C,light,PA4_C,1,2
104,PA8,31,A,31.10815882,0.201781056,C,light,PA8_C,1,2
105,PA12,32,B,32.02412791,0.253979877,C,light,PA12_C,1,2
106,PA13,32,B,32.12996512,0.232202914,C,light,PA13_C,1,2
107,PA14,32,B,31.99684884,0.239419365,C,light,PA14_C,1,2
108,PA16,32,B,31.79372674,0.204633366,C,light,PA16_C,1,2
109,PA2,32,A,31.88818023,0.233501394,C,light,PA2_C,1,2
110,PA3,32,A,31.83513953,0.240666289,C,light,PA3_C,1,2
111,PA4,32,A,32.16505233,0.180023609,C,light,PA4_C,1,2
112,PA8,32,A,32.13693605,0.149931494,C,light,PA8_C,1,2
113,PA12,35,B,34.73368,0.119655823,C,light,PA12_C,1,2
114,PA13,35,B,34.9698,0.10573965,C,light,PA13_C,1,2
115,PA14,35,B,34.71679429,0.072273456,C,light,PA14_C,1,2
116,PA16,35,B,34.54808824,0.216841925,C,light,PA16_C,1,2
117,PA2,35,A,34.49654286,0.105465148,C,light,PA2_C,1,2
118,PA3,35,A,34.50155882,0.078902294,C,light,PA3_C,1,2
119,PA4,35,A,34.78784,0.091704936,C,light,PA4_C,1,2
120,PA8,35,A,34.76042857,0.054149352,C,light,PA8_C,1,2
121,PA12,37,B,36.73925731,0.049644854,C,light,PA12_C,1,2
122,PA13,37,B,36.95614118,0.096069116,C,light,PA13_C,1,2
123,PA14,37,B,36.76209942,0.089864801,C,light,PA14_C,1,2
124,PA16,37,B,36.46969591,0,C,light,PA16_C,1,2
125,PA2,37,A,36.64124561,0.418854252,C,light,PA2_C,1,2
126,PA3,37,A,36.71739181,0,C,light,PA3_C,1,2
127,PA4,37,A,36.83285965,0.057625038,C,light,PA4_C,1,2
128,PA8,37,A,36.72810526,0.042557799,C,light,PA8_C,1,2
129,PA21,20,B,20.01060355,0.130087185,C,light,PA21_C,2,1
130,PA22,20,B,20.1606568,0.085400479,C,light,PA22_C,2,1
131,PA26,20,B,20.11688757,0.010495315,C,light,PA26_C,2,1
132,PA27,20,B,20.23849704,0.066005036,C,light,PA27_C,2,1
133,PA30,20,A,20.15109467,0.06705491,C,light,PA30_C,2,1
134,PA33,20,A,20.28082249,0.046712508,C,light,PA33_C,2,1
135,PA34,20,A,20.1943787,0.083132063,C,light,PA34_C,2,1
136,PA36,20,A,20.15778107,0.028078263,C,light,PA36_C,2,1
137,PA21,24,B,24.20622485,0.215873522,C,light,PA21_C,2,1
138,PA22,24,B,24.32446746,0.119842748,C,light,PA22_C,2,1
139,PA26,24,B,24.34666272,0.112766431,C,light,PA26_C,2,1
140,PA27,24,B,24.39995266,0.242355705,C,light,PA27_C,2,1
141,PA30,24,A,24.27781657,0.189388225,C,light,PA30_C,2,1
142,PA33,24,A,24.47011834,0.134753644,C,light,PA33_C,2,1
143,PA34,24,A,24.39309467,0.261515021,C,light,PA34_C,2,1
144,PA36,24,A,24.36698817,0.157072263,C,light,PA36_C,2,1
145,PA21,28,B,28.06895266,0.228098499,C,light,PA21_C,2,1
146,PA22,28,B,28.25459172,0.154726127,C,light,PA22_C,2,1
147,PA26,28,B,28.20326627,0.137588027,C,light,PA26_C,2,1
148,PA27,28,B,28.16575148,0.270540264,C,light,PA27_C,2,1
149,PA30,28,A,28.10066272,0.258006273,C,light,PA30_C,2,1
150,PA33,28,A,28.30527811,0.15067468,C,light,PA33_C,2,1
151,PA34,28,A,28.22815976,0.284629926,C,light,PA34_C,2,1
152,PA36,28,A,28.20182249,0.167085279,C,light,PA36_C,2,1
153,PA21,30,B,30.00055621,0.324712013,C,light,PA21_C,2,1
154,PA22,30,B,30.09689941,0.173915731,C,light,PA22_C,2,1
155,PA26,30,B,30.04694675,0.162689704,C,light,PA26_C,2,1
156,PA27,30,B,30.15560355,0.373084837,C,light,PA27_C,2,1
157,PA30,30,A,29.98812426,0.331483612,C,light,PA30_C,2,1
158,PA33,30,A,30.1492426,0.205398728,C,light,PA33_C,2,1
159,PA34,30,A,30.14354438,0.504046783,C,light,PA34_C,2,1
160,PA36,30,A,30.08839645,0.295689364,C,light,PA36_C,2,1
161,PA21,31,B,30.85140476,0.257748521,C,light,PA21_C,2,1
162,PA22,31,B,31.06945833,0.17880053,C,light,PA22_C,2,1
163,PA26,31,B,31.01660119,0.159395541,C,light,PA26_C,2,1
164,PA27,31,B,31.06725,0.371420812,C,light,PA27_C,2,1
165,PA30,31,A,30.8965,0.295313026,C,light,PA30_C,2,1
166,PA33,31,A,31.12667262,0.180079487,C,light,PA33_C,2,1
167,PA34,31,A,31.06683333,0.31399256,C,light,PA34_C,2,1
168,PA36,31,A,31.05243452,0.194302485,C,light,PA36_C,2,1
169,PA21,32,B,31.84172781,0.212913276,C,light,PA21_C,2,1
170,PA22,32,B,32.02459524,0.164370169,C,light,PA22_C,2,1
171,PA26,32,B,32.00301786,0.283925073,C,light,PA26_C,2,1
172,PA27,32,B,32.0236568,0.230712387,C,light,PA27_C,2,1
173,PA30,32,A,31.92153571,0.243727161,C,light,PA30_C,2,1
174,PA33,32,A,32.06908929,0.158557947,C,light,PA33_C,2,1
175,PA34,32,A,32.01029586,0.296447173,C,light,PA34_C,2,1
176,PA36,32,A,31.99142262,0.174628461,C,light,PA36_C,2,1
177,PA21,35,B,34.77886391,0.076079499,C,light,PA21_C,2,1
178,PA22,35,B,34.99009467,0.02357922,C,light,PA22_C,2,1
179,PA26,35,B,34.93292308,0.036987008,C,light,PA26_C,2,1
180,PA27,35,B,34.97732544,0.290565376,C,light,PA27_C,2,1
181,PA30,35,A,34.81351479,0.332293572,C,light,PA30_C,2,1
182,PA33,35,A,35.02276923,0.060704834,C,light,PA33_C,2,1
183,PA34,35,A,35.0058284,0.067822074,C,light,PA34_C,2,1
184,PA36,35,A,34.95227219,0.028186943,C,light,PA36_C,2,1
185,PA21,37,B,36.72778235,0,C,light,PA21_C,2,1
186,PA22,37,B,36.96461176,0.035196427,C,light,PA22_C,2,1
187,PA26,37,B,36.98858235,0,C,light,PA26_C,2,1
188,PA27,37,B,36.95577059,0.003971716,C,light,PA27_C,2,1
189,PA30,37,A,36.79288824,0,C,light,PA30_C,2,1
190,PA33,37,A,37.04635294,0.027865965,C,light,PA33_C,2,1
191,PA34,37,A,37.00283529,0.047831426,C,light,PA34_C,2,1
192,PA36,37,A,36.96215294,0,C,light,PA36_C,2,1
193,PA19,20,B,20.39236905,0.204870801,C,light,PA19_C,2,2
194,PA20,20,B,20.19027381,0.065936352,C,light,PA20_C,2,2
195,PA23,20,B,20.37889881,0.11250193,C,light,PA23_C,2,2
196,PA25,20,B,20.33177381,0.103123945,C,light,PA25_C,2,2
197,PA29,20,A,20.3699881,0.23553734,C,light,PA29_C,2,2
198,PA31,20,A,20.31573214,0.132528014,C,light,PA31_C,2,2
199,PA32,20,A,20.19343452,0.273692811,C,light,PA32_C,2,2
200,PA35,20,A,20.18376048,0.153895747,C,light,PA35_C,2,2
201,PA19,24,B,24.35904678,0.329199401,C,light,PA19_C,2,2
202,PA20,24,B,24.23030409,0.126252005,C,light,PA20_C,2,2
203,PA23,24,B,24.43598246,0.209054508,C,light,PA23_C,2,2
204,PA25,24,B,24.38142105,0.205359575,C,light,PA25_C,2,2
205,PA29,24,A,24.42365497,0.375349338,C,light,PA29_C,2,2
206,PA31,24,A,24.42477193,0.240561235,C,light,PA31_C,2,2
207,PA32,24,A,24.29239766,0.326295156,C,light,PA32_C,2,2
208,PA35,24,A,24.15320468,0.239730413,C,light,PA35_C,2,2
209,PA19,28,B,28.35291765,0.374248735,C,light,PA19_C,2,2
210,PA20,28,B,28.10701176,0.148861482,C,light,PA20_C,2,2
211,PA23,28,B,28.43158235,0.23269905,C,light,PA23_C,2,2
212,PA25,28,B,28.36509412,0.228404285,C,light,PA25_C,2,2
213,PA29,28,A,28.44961176,0.469064257,C,light,PA29_C,2,2
214,PA31,28,A,28.37746471,0.30042281,C,light,PA31_C,2,2
215,PA32,28,A,28.37055882,0.520339241,C,light,PA32_C,2,2
216,PA35,28,A,28.11474118,0.304147109,C,light,PA35_C,2,2
217,PA19,30,B,30.19749412,0.385471072,C,light,PA19_C,2,2
218,PA20,30,B,29.97499412,0.181887132,C,light,PA20_C,2,2
219,PA23,30,B,30.31401176,0.26170113,C,light,PA23_C,2,2
220,PA25,30,B,30.25483529,0.234573822,C,light,PA25_C,2,2
221,PA29,30,A,30.34709412,0.467049653,C,light,PA29_C,2,2
222,PA31,30,A,30.29052353,0.309521585,C,light,PA31_C,2,2
223,PA32,30,A,30.31987719,0.407469861,C,light,PA32_C,2,2
224,PA35,30,A,29.99701176,0.355519473,C,light,PA35_C,2,2
225,PA19,31,B,31.03557059,0.382752508,C,light,PA19_C,2,2
226,PA20,31,B,30.86923529,0.168429329,C,light,PA20_C,2,2
227,PA23,31,B,31.20163529,0.292963942,C,light,PA23_C,2,2
228,PA25,31,B,31.17748824,0.309829789,C,light,PA25_C,2,2
229,PA29,31,A,31.26087647,0.482975575,C,light,PA29_C,2,2
230,PA31,31,A,31.19819412,0.30372397,C,light,PA31_C,2,2
231,PA32,31,A,31.19463529,0.521112082,C,light,PA32_C,2,2
232,PA35,31,A,30.86513529,0.39259463,C,light,PA35_C,2,2
233,PA19,32,B,32.12337059,0.283934115,C,light,PA19_C,2,2
234,PA20,32,B,31.93968235,0.199455202,C,light,PA20_C,2,2
235,PA23,32,B,32.13507647,0.229882806,C,light,PA23_C,2,2
236,PA25,32,B,32.24792353,0.1679695,C,light,PA25_C,2,2
237,PA29,32,A,32.31727059,0.442793698,C,light,PA29_C,2,2
238,PA31,32,A,32.22153529,0.247300593,C,light,PA31_C,2,2
239,PA32,32,A,32.20158824,0.426366389,C,light,PA32_C,2,2
240,PA35,32,A,31.9584,0.293846412,C,light,PA35_C,2,2
241,PA19,35,B,34.8508538,0.228764915,C,light,PA19_C,2,2
242,PA20,35,B,34.56452632,0.036093189,C,light,PA20_C,2,2
243,PA23,35,B,34.8865848,0.059393714,C,light,PA23_C,2,2
244,PA25,35,B,35.07936257,0.297458042,C,light,PA25_C,2,2
245,PA29,35,A,35.14498246,0.102626353,C,light,PA29_C,2,2
246,PA31,35,A,35.0662924,0.062247319,C,light,PA31_C,2,2
247,PA32,35,A,35.02022222,0.409670124,C,light,PA32_C,2,2
248,PA35,35,A,34.68023977,0.08704453,C,light,PA35_C,2,2
249,PA19,37,B,36.66199412,0.088313984,C,light,PA19_C,2,2
250,PA20,37,B,36.48888824,0,C,light,PA20_C,2,2
251,PA23,37,B,36.67180588,0.09640823,C,light,PA23_C,2,2
252,PA25,37,B,36.98162353,0.034684916,C,light,PA25_C,2,2
253,PA29,37,A,36.834,0.06345973,C,light,PA29_C,2,2
254,PA31,37,A,37.03235882,0.079744948,C,light,PA31_C,2,2
255,PA32,37,A,36.73320468,0.298101379,C,light,PA32_C,2,2
256,PA35,37,A,36.50498246,0.240082548,C,light,PA35_C,2,2
257,PA37,20,A,20.44209302,0.103349994,C,light,PA37_C,3,1
258,PA39,20,A,20.52876163,0.094154194,C,light,PA39_C,3,1
259,PA41,20,A,20.35369767,0.062696961,C,light,PA41_C,3,1
260,PA42,20,A,20.36831977,0.103765376,C,light,PA42_C,3,1
261,PA46,20,B,20.40200581,0.291586213,C,light,PA46_C,3,1
262,PA49,20,B,20.21689535,0.079741269,C,light,PA49_C,3,1
263,PA50,20,B,20.39815698,0.111024222,C,light,PA50_C,3,1
264,PA53,20,B,20.38922674,0.137652889,C,light,PA53_C,3,1
265,PA37,24,A,24.38884706,0.255589605,C,light,PA37_C,3,1
266,PA39,24,A,24.52723529,0.198764184,C,light,PA39_C,3,1
267,PA41,24,A,24.54014706,0.155251219,C,light,PA41_C,3,1
268,PA42,24,A,24.45471765,0.268241714,C,light,PA42_C,3,1
269,PA46,24,B,24.53245882,0.464869099,C,light,PA46_C,3,1
270,PA49,24,B,24.28936471,0.173015985,C,light,PA49_C,3,1
271,PA50,24,B,24.54371176,0.183776634,C,light,PA50_C,3,1
272,PA53,24,B,24.60425294,0.258483126,C,light,PA53_C,3,1
273,PA37,28,A,28.26583234,0.289243199,C,light,PA37_C,3,1
274,PA39,28,A,28.46280838,0.219098896,C,light,PA39_C,3,1
275,PA41,28,A,28.48029341,0.161782504,C,light,PA41_C,3,1
276,PA42,28,A,28.4005988,0.243515108,C,light,PA42_C,3,1
277,PA46,28,B,28.33949701,0.39332468,C,light,PA46_C,3,1
278,PA49,28,B,28.15420958,0.186008138,C,light,PA49_C,3,1
279,PA50,28,B,28.5259521,0.237755475,C,light,PA50_C,3,1
280,PA53,28,B,28.54532335,0.309079642,C,light,PA53_C,3,1
281,PA37,30,A,30.08828994,0.307714531,C,light,PA37_C,3,1
282,PA39,30,A,30.48523077,0.214333317,C,light,PA39_C,3,1
283,PA41,30,A,30.09018343,0.200230535,C,light,PA41_C,3,1
284,PA42,30,A,30.59571006,0.330829551,C,light,PA42_C,3,1
285,PA46,30,B,30.34650888,0.486102625,C,light,PA46_C,3,1
286,PA49,30,B,30.12137278,0.293640854,C,light,PA49_C,3,1
287,PA50,30,B,30.48604734,0.398739833,C,light,PA50_C,3,1
288,PA53,30,B,30.25352071,0.38382057,C,light,PA53_C,3,1
289,PA37,31,A,30.80839053,0.350105044,C,light,PA37_C,3,1
290,PA39,31,A,31.00230769,0.193760525,C,light,PA39_C,3,1
291,PA41,31,A,30.95595858,0.226155185,C,light,PA41_C,3,1
292,PA42,31,A,31.05494083,0.420463405,C,light,PA42_C,3,1
293,PA46,31,B,30.96559763,0.481772465,C,light,PA46_C,3,1
294,PA49,31,B,30.80600592,0.256888896,C,light,PA49_C,3,1
295,PA50,31,B,30.99294675,0.306889538,C,light,PA50_C,3,1
296,PA53,31,B,31.04706509,0.396238332,C,light,PA53_C,3,1
297,PA37,32,A,31.76791279,0.242555913,C,light,PA37_C,3,1
298,PA39,32,A,31.99602907,0.037687779,C,light,PA39_C,3,1
299,PA41,32,A,31.9461686,0.079233948,C,light,PA41_C,3,1
300,PA42,32,A,32.02397674,0.173601764,C,light,PA42_C,3,1
301,PA46,32,B,31.92726744,0.379705544,C,light,PA46_C,3,1
302,PA49,32,B,31.77312791,0.151449704,C,light,PA49_C,3,1
303,PA50,32,B,31.98097093,0.217537862,C,light,PA50_C,3,1
304,PA53,32,B,32.02269186,0.289025958,C,light,PA53_C,3,1
305,PA37,35,A,34.66971856,0.09065357,C,light,PA37_C,3,1
306,PA39,35,A,34.97198204,0.082366919,C,light,PA39_C,3,1
307,PA41,35,A,34.88885629,0.06616329,C,light,PA41_C,3,1
308,PA42,35,A,35.0084012,0.06545249,C,light,PA42_C,3,1
309,PA46,35,B,34.82405988,0.131518811,C,light,PA46_C,3,1
310,PA49,35,B,34.61566467,0.22496054,C,light,PA49_C,3,1
311,PA50,35,B,34.95289222,0.079780901,C,light,PA50_C,3,1
312,PA53,35,B,35.01571257,0.087498552,C,light,PA53_C,3,1
313,PA37,37,A,36.581,0.08099656,C,light,PA37_C,3,1
314,PA39,37,A,36.94463529,0.054358914,C,light,PA39_C,3,1
315,PA41,37,A,36.75557059,0.037799646,C,light,PA41_C,3,1
316,PA42,37,A,36.9215,0.035863052,C,light,PA42_C,3,1
317,PA46,37,B,36.73520588,0.06035938,C,light,PA46_C,3,1
318,PA49,37,B,36.58652353,0.052685804,C,light,PA49_C,3,1
319,PA50,37,B,36.87344118,0.06286567,C,light,PA50_C,3,1
320,PA53,37,B,36.90910588,0.042565923,C,light,PA53_C,3,1
321,PA38,20,A,20.24255882,0.225456378,C,light,PA38_C,3,2
322,PA40,20,A,20.12770588,0.092260385,C,light,PA40_C,3,2
323,PA43,20,A,20.17564706,0.226156606,C,light,PA43_C,3,2
324,PA45,20,A,20.19722353,0.091891253,C,light,PA45_C,3,2
325,PA48,20,B,20.15668235,0.115458108,C,light,PA48_C,3,2
326,PA51,20,B,20.08282353,0,C,light,PA51_C,3,2
327,PA52,20,B,20.17107059,0.504346456,C,light,PA52_C,3,2
328,PA54,20,B,20.35354706,0.331725881,C,light,PA54_C,3,2
329,PA38,24,A,24.31770238,0.352643901,C,light,PA38_C,3,2
330,PA40,24,A,24.28406548,0.203105714,C,light,PA40_C,3,2
331,PA43,24,A,24.1822619,0.34115481,C,light,PA43_C,3,2
332,PA45,24,A,24.21783333,0.271042765,C,light,PA45_C,3,2
333,PA48,24,B,24.15773214,0.253598658,C,light,PA48_C,3,2
334,PA51,24,B,24.23795238,0.125771118,C,light,PA51_C,3,2
335,PA52,24,B,24.23959524,0.262157351,C,light,PA52_C,3,2
336,PA54,24,B,24.41344643,0.219291844,C,light,PA54_C,3,2
337,PA38,28,A,28.43107692,0.471348847,C,light,PA38_C,3,2
338,PA40,28,A,28.29007692,0.278847681,C,light,PA40_C,3,2
339,PA43,28,A,28.31469231,0.482753109,C,light,PA43_C,3,2
340,PA45,28,A,28.31518935,0.345496069,C,light,PA45_C,3,2
341,PA48,28,B,28.2487574,0.351815429,C,light,PA48_C,3,2
342,PA51,28,B,28.20916568,0.213693195,C,light,PA51_C,3,2
343,PA52,28,B,28.32947337,0.413292935,C,light,PA52_C,3,2
344,PA54,28,B,28.5958284,0.298100944,C,light,PA54_C,3,2
345,PA38,30,A,30.12605263,0.520868632,C,light,PA38_C,3,2
346,PA40,30,A,30.05559649,0.302960639,C,light,PA40_C,3,2
347,PA43,30,A,30.07674269,0.530621341,C,light,PA43_C,3,2
348,PA45,30,A,30.08630409,0.314469256,C,light,PA45_C,3,2
349,PA48,30,B,29.99324561,0.391331657,C,light,PA48_C,3,2
350,PA51,30,B,30.03050877,0.29073693,C,light,PA51_C,3,2
351,PA52,30,B,30.09139766,0.384460175,C,light,PA52_C,3,2
352,PA54,30,B,30.24178363,0.319241461,C,light,PA54_C,3,2
353,PA38,31,A,31.20781657,0.522714261,C,light,PA38_C,3,2
354,PA40,31,A,31.11233728,0.333664326,C,light,PA40_C,3,2
355,PA43,31,A,31.12156213,0.530146661,C,light,PA43_C,3,2
356,PA45,31,A,31.18030769,0.355195882,C,light,PA45_C,3,2
357,PA48,31,B,31.07415976,0.410440717,C,light,PA48_C,3,2
358,PA51,31,B,31.08828994,0.315251587,C,light,PA51_C,3,2
359,PA52,31,B,31.14291716,0.496084152,C,light,PA52_C,3,2
360,PA54,31,B,31.33484024,0.398301662,C,light,PA54_C,3,2
361,PA38,32,A,32.28213018,0.386853162,C,light,PA38_C,3,2
362,PA40,32,A,32.11980473,0.162005564,C,light,PA40_C,3,2
363,PA43,32,A,32.21094675,0.51684274,C,light,PA43_C,3,2
364,PA45,32,A,32.24702367,0.155484955,C,light,PA45_C,3,2
365,PA48,32,B,32.15016568,0.266380411,C,light,PA48_C,3,2
366,PA51,32,B,32.11578698,0.191148396,C,light,PA51_C,3,2
367,PA52,32,B,32.20805325,0.448089386,C,light,PA52_C,3,2
368,PA54,32,B,32.44304734,0.191180164,C,light,PA54_C,3,2
369,PA38,35,A,35.06995858,0.20352329,C,light,PA38_C,3,2
370,PA40,35,A,34.94824852,0.279599329,C,light,PA40_C,3,2
371,PA43,35,A,35.00981065,0.182954964,C,light,PA43_C,3,2
372,PA45,35,A,35.05937278,0.075127922,C,light,PA45_C,3,2
373,PA48,35,B,34.99877515,0.352903467,C,light,PA48_C,3,2
374,PA51,35,B,34.91081065,0.07428997,C,light,PA51_C,3,2
375,PA52,35,B,34.9992426,0.152993135,C,light,PA52_C,3,2
376,PA54,35,B,35.26759172,0.131386077,C,light,PA54_C,3,2
377,PA38,37,A,36.83545294,0.046390089,C,light,PA38_C,3,2
378,PA40,37,A,36.83125294,0.033739386,C,light,PA40_C,3,2
379,PA43,37,A,36.84830588,0.085086469,C,light,PA43_C,3,2
380,PA45,37,A,36.89902941,0.052298578,C,light,PA45_C,3,2
381,PA48,37,B,36.85457647,0.019486406,C,light,PA48_C,3,2
382,PA51,37,B,36.79021765,0.07477941,C,light,PA51_C,3,2
383,PA52,37,B,36.86494706,0.04527087,C,light,PA52_C,3,2
384,PA54,37,B,37.08148235,0.10430737,C,light,PA54_C,3,2
