fragment.ID,date,light_dark,temp.Cat,mV,Tin,salinity.insitu,salinity.lab,temp.InSitu,TA,Sample.Type,
PA19_L,20190713,light,31,-67.2,28.656,37.51,36.93,26.8,2232.44881,Sample,
PA20_L,20190713,light,31,-66.9,28.463,37.47,37.07,26.8,2294.42002,Sample,
PA23_L,20190713,light,31,-67.6,28.416,37.51,37.04,26.8,2260.27743,Sample,
PA25_L,20190713,light,31,-64.8,27.957,37.61,37.05,26.8,2251.66223,Sample,
PA29_L,20190713,light,31,-70.3,29.017,37.49,37.07,26.8,2062.61271,Sample,
PA31_L,20190713,light,31,-71.3,28.08,37.63,37.01,26.8,2208.5603,Sample,
PA32_L,20190713,light,31,-63,27.909,37,37.07,26.8,2218.20524,Sample,
PA35_L,20190713,light,31,-66.9,29.019,37.61,37.09,26.8,2214.27225,Sample,
BLANK7_L,20190713,light,31,-59.5,29.237,37.63,36.88,26.8,2353.48958,Blank,
BLANK8_L,20190713,light,31,-59.7,28.755,37.6,36.9,26.8,2356.46277,Blank,
I1,20190713,light,32,-57.7,31.382,37.89,37.03,26.8,2348.29355,Initial,
PA19_L,20190713,light,32,-64.9,30.052,37.62,37.14,26.8,2271.94616,Sample,
PA20_L,20190713,light,32,-64.6,29.291,37.82,37.1,26.8,2282.88931,Sample,
PA23_L,20190713,light,32,-66.2,29.401,37.53,36.9,26.8,2283.85383,Sample,
PA25_L,20190713,light,32,-62.8,29.235,37.72,37.07,26.8,2306.7012,Sample,
PA29_L,20190713,light,32,-69.6,29.104,37.57,37.19,26.8,2100.94747,Sample,
PA31_L,20190713,light,32,-69.8,29.046,37.87,37.09,26.8,2245.0389,Sample,
PA32_L,20190713,light,32,-62,29.697,37.63,37.12,26.8,2247.90765,Sample,
PA35_L,20190713,light,32,-65.7,29.55,37.69,37.11,26.8,2255.79863,Sample,
BLANK7_L,20190713,light,32,-58.3,29.454,37.68,37.09,26.8,2351.29246,Blank,
BLANK8_L,20190713,light,32,-57.8,29.64,37.26,37.12,26.8,2360.21971,Blank,
I1,20190713,light,35,-55.15,34.4465,37.545,37.09,26.8,2351.30112,Initial,
PA19_L,20190713,light,35,-61.3,31.702,37.79,37.23,26.8,2300.55291,Sample,
PA20_L,20190713,light,35,-58.3,30.351,37.73,37.21,26.8,2355.95698,Sample,
PA23_L,20190713,light,35,-60.7,31.496,37.57,36.88,26.8,2350.28526,Sample,
PA25_L,20190713,light,35,-58.2,30.84,37.57,37.18,26.8,2274.29285,Sample,
PA29_L,20190713,light,35,-67.5,31.402,37.66,37.21,26.8,2319.85912,Sample,
PA31_L,20190713,light,35,-66,30.267,37.81,37.15,26.8,2343.91037,Sample,
PA32_L,20190713,light,35,-59.4,31.22,37.88,37.24,26.8,2270.21228,Sample,
PA35_L,20190713,light,35,-61.6,30.517,37.68,37.18,26.8,2343.02388,Sample,
BLANK7_L,20190713,light,35,-55.5,31.344,37.96,37.25,26.8,2368.3742,Blank,
BLANK8_L,20190713,light,35,-55.4,31.787,37.8,37.29,26.8,2371.67241,Blank,
I1,20190713,light,37,-53,36.281,38.03333333,37.15,26.8,2364.530997,Initial,
PA19_L,20190713,light,37,-54.8,32.142,38.08,37.32,26.8,2357.24271,Sample,
PA20_L,20190713,light,37,-51.9,33.282,37.95,37.34,26.8,2394.09383,Sample,
PA23_L,20190713,light,37,-54.1,32.699,37.87,37.32,26.8,2354.26356,Sample,
PA25_L,20190713,light,37,-53,31.091,37.91,37.29,26.8,2373.19662,Sample,
PA29_L,20190713,light,37,-61,30.332,37.48,37.34,26.8,2351.94518,Sample,
PA31_L,20190713,light,37,-60.5,31.107,37.88,37.33,26.8,2348.98917,Sample,
PA32_L,20190713,light,37,-53.1,32.292,37.99,37.34,26.8,2311.79662,Sample,
PA35_L,20190713,light,37,-58,33.108,37.95,37.31,26.8,2294.62196,Sample,
BLANK8_L,20190713,light,37,-53.5,32.154,38.18,37.3,26.8,2383.2362,Blank,
I1,20190718,light,20,-65.4,20.646,36.10333333,36.58333333,26.8,2364.56272,Initial,
PA37_L,20190718,light,20,-71.6,21.15,36.41,36.55,26.8,2327.52072,Sample,
PA39_L,20190718,light,20,-72,21.351,36.47,36.61,26.8,2325.70208,Sample,
PA41_L,20190718,light,20,-70.2,20.99,36.45,36.56,26.8,2337.1469,Sample,
PA42_L,20190718,light,20,-68.7,21.063,36.57,36.63,26.8,2333.50475,Sample,
PA46_L,20190718,light,20,-70.2,21.138,36.11,36.62,26.8,2275.62087,Sample,
PA49_L,20190718,light,20,-68.8,21.176,36.44,36.56,26.8,2325.36174,Sample,
PA50_L,20190718,light,20,-70.2,21.21,36.45,36.56,26.8,2308.70818,Sample,
PA53_L,20190718,light,20,-72.8,21.151,36.37,36.55,26.8,2299.86931,Sample,
BLANK9_L,20190718,light,20,-66.4,20.946,36.42,36.56,26.8,2351.52907,Blank,
BLANK10_L,20190718,light,20,-66.1,20.958,36.17,36.55,26.8,2352.28112,Blank,
I1,20190718,light,24,-62.76666667,24.40366667,36.51333333,36.61666667,26.8,2351.99473,Initial,
PA37_L,20190718,light,24,-74,24.004,36.56,36.66,26.8,2282.16153,Sample,
PA39_L,20190718,light,24,-72.9,23.87,36.54,36.63,26.8,2299.86983,Sample,
PA41_L,20190718,light,24,-71.9,23.977,36.54,36.66,26.8,2318.03842,Sample,
PA42_L,20190718,light,24,-69,23.912,36.57,36.68,26.8,2305.48199,Sample,
PA46_L,20190718,light,24,-66.9,24.018,36.35,36.68,26.8,2224.3271,Sample,
PA49_L,20190718,light,24,-71.1,23.979,36.57,36.66,26.8,2295.39835,Sample,
PA50_L,20190718,light,24,-70.6,23.825,36.53,36.64,26.8,2282.62573,Sample,
PA53_L,20190718,light,24,-74,23.995,36.55,36.66,26.8,2253.27994,Sample,
BLANK9_L,20190718,light,24,-65.5,24.001,36.49,36.65,26.8,2358.43169,Blank,
BLANK10_L,20190718,light,24,-65.1,24.184,36.61,36.65,26.8,2353.16579,Blank,
I1,20190718,light,28,-62.13333333,27.55533333,36.67666667,36.67333333,26.8,2345.376343,Initial,
PA37_L,20190718,light,28,-71.2,26.885,36.68,36.85,26.8,2260.23896,Sample,
PA39_L,20190718,light,28,-69.5,26.541,36.55,36.76,26.8,2283.0336,Sample,
PA41_L,20190718,light,28,-71.7,26.525,36.95,36.82,26.8,2303.71881,Sample,
PA42_L,20190718,light,28,-68,26.871,36.64,36.83,26.8,2298.18761,Sample,
PA46_L,20190718,light,28,-69.4,26.856,36.63,36.84,26.8,2240.16012,Sample,
PA49_L,20190718,light,28,-68.3,26.418,36.29,36.8,26.8,2279.12348,Sample,
PA50_L,20190718,light,28,-69.8,26.815,36.67,36.82,26.8,2249.45232,Sample,
PA53_L,20190718,light,28,-73.1,26.538,36.69,36.89,26.8,2218.57457,Sample,
BLANK10_L,20190718,light,28,-63.7,26.701,36.84,36.76,26.8,2342.6276,Blank,
I1,20190718,light,30,-60.7,29.6705,37.05,36.83,26.8,2350.078475,Initial,
PA37_L,20190718,light,30,-70.2,28.17,37.06,37.03,26.8,2273.28855,Sample,
PA39_L,20190718,light,30,-68,28.28,3682,37.01,26.8,2302.29658,Sample,
PA41_L,20190718,light,30,-70.3,27.92,36.97,37.11,26.8,2313.25292,Sample,
PA42_L,20190718,light,30,-66,28.341,36.77,37.07,26.8,2298.96434,Sample,
PA46_L,20190718,light,30,-68.4,28.225,36.91,37.07,26.8,2226.01993,Sample,
PA49_L,20190718,light,30,-66.9,27.771,36.65,37,26.8,2255.51386,Sample,
PA50_L,20190718,light,30,-68.8,28.012,36.85,37.02,26.8,2190.46962,Sample,
PA53_L,20190718,light,30,-73.3,28.493,37.02,37.04,26.8,2200.4753,Sample,
BLANK9_L,20190718,light,30,-61.9,28.092,36.91,37,26.8,2359.15756,Blank,
BLANK10_L,20190718,light,30,-61.6,28.372,36.97,37.01,26.8,2367.0304,Blank,
I1,20190718,light,31,-59,30.3965,37.1,37.04,26.8,2329.301555,Initial,
PA37_L,20190718,light,31,-69.8,28.611,37.11,37.07,26.8,2265.77612,Sample,
PA39_L,20190718,light,31,-68.1,28.486,36.91,37.06,26.8,2314.43032,Sample,
PA41_L,20190718,light,31,-69.1,28.198,36.97,37.08,26.8,2311.00636,Sample,
PA42_L,20190718,light,31,-64.3,28.911,36.97,37.11,26.8,2284.2325,Sample,
PA46_L,20190718,light,31,-61.9,29.204,36.91,37.11,26.8,2235.62732,Sample,
PA49_L,20190718,light,31,-64.5,28.81,36.94,37.29,26.8,2277.58642,Sample,
PA50_L,20190718,light,31,-66.4,28.678,36.94,37.09,26.8,2240.67941,Sample,
PA53_L,20190718,light,31,-72,28.382,37,37.11,26.8,2205.58841,Sample,
BLANK9_L,20190718,light,31,-60.3,28.87,37.14,37.09,26.8,2368.24514,Blank,
BLANK10_L,20190718,light,31,-59.3,29.234,36.97,37.1,26.8,2366.22359,Blank,
I1,20190718,light,32,-57.7,31.382,37.89,37.03,26.8,2348.29355,Initial,
PA37_L,20190718,light,32,-69.1,29.552,37.62,37.27,26.8,2278.60877,Sample,
PA39_L,20190718,light,32,-66,29.034,36.79,37.11,26.8,2332.44178,Sample,
PA41_L,20190718,light,32,-67.8,29.459,36.98,37.14,26.8,2323.79865,Sample,
PA42_L,20190718,light,32,-61.4,29.616,36.98,37.14,26.8,2311.51303,Sample,
PA46_L,20190718,light,32,-65.6,29.859,36.98,37.12,26.8,2242.39788,Sample,
PA49_L,20190718,light,32,-63.6,29.895,36.9,37.16,26.8,2291.27355,Sample,
PA50_L,20190718,light,32,-65.3,29.336,36.95,37.13,26.8,2257.70651,Sample,
PA53_L,20190718,light,32,-70.4,29.444,37.03,37.13,26.8,2227.27922,Sample,
BLANK9_L,20190718,light,32,-60.6,29.626,37.12,37.12,26.8,2342.06881,Blank,
I1,20190718,light,35,-55.15,34.4465,37.545,37.09,26.8,2351.30112,Initial,
PA37_L,20190718,light,35,-63,31.171,37.07,37.26,26.8,2346.58758,Sample,
PA39_L,20190718,light,35,-61.4,30.775,36.83,37.25,26.8,2348.69181,Sample,
PA41_L,20190718,light,35,-61.9,31.224,37.14,37.26,26.8,2354.9626,Sample,
PA42_L,20190718,light,35,-58.7,31.18,37.19,37.33,26.8,2359.15355,Sample,
PA46_L,20190718,light,35,-61.9,31.385,37.04,37.28,26.8,2340.454,Sample,
PA49_L,20190718,light,35,-61.6,31.775,37.1,37.28,26.8,2293.8349,Sample,
PA50_L,20190718,light,35,-62.3,30.203,36.95,37.26,26.8,2341.06451,Sample,
PA53_L,20190718,light,35,-64.2,30.857,37.27,37.27,26.8,2339.49577,Sample,
BLANK9_L,20190718,light,35,-58.3,31.121,37.21,37.25,26.8,2369.67551,Blank,
BLANK10_L,20190718,light,35,-57,31.464,37.49,37.26,26.8,2370.1153,Blank,
I1,20190718,light,37,-53,36.281,38.03333333,37.15,26.8,2364.530997,Initial,
PA37_L,20190718,light,37,-52.7,34.45,37.04,37.4,26.8,2358.85696,Sample,
PA39_L,20190718,light,37,-53.5,33.374,37.39,37.32,26.8,2367.09299,Sample,
PA41_L,20190718,light,37,-55.2,33.917,37.34,37.36,26.8,2372.92677,Sample,
PA42_L,20190718,light,37,-52.2,34.544,37.3,37.4,26.8,2375.30902,Sample,
PA46_L,20190718,light,37,-55.2,34.154,37.17,37.32,26.8,2366.90414,Sample,
PA49_L,20190718,light,37,-55.1,34.925,37.45,37.43,26.8,2362.43714,Sample,
PA50_L,20190718,light,37,-56.3,31.673,37.13,37.4,26.8,2358.85268,Sample,
PA53_L,20190718,light,37,-57.5,34.334,37.49,37.31,26.8,2365.94255,Sample,
BLANK9_L,20190718,light,37,-54,35.311,37.28,37.36,26.8,2382.52006,Blank,
BLANK10_L,20190718,light,37,-53.9,35.211,37.6,37.35,26.8,2380.90676,Blank,
I1,20190722,light,20,-64.26666667,20.54666667,36.37333333,36.59333333,26.8,2351.593473,Initial,
PA38_L,20190722,light,20,-65.6,20.812,36.55,36.59,26.8,2289.87842,Sample,
PA40_L,20190722,light,20,-68.8,20.68,36.54,36.57,26.8,2324.76698,Sample,
PA43_L,20190722,light,20,-68.6,20.723,36.54,36.56,26.8,2296.67603,Sample,
PA45_L,20190722,light,20,-70.2,20.675,36.49,36.56,26.8,2324.28488,Sample,
PA48_L,20190722,light,20,-67.4,20.774,36.5,36.64,26.8,2316.03168,Sample,
PA51_L,20190722,light,20,-68.9,20.651,36.22,36.6,26.8,2458.74392,Sample,
PA52_L,20190722,light,20,-66.9,20.745,35.19,35.39,26.8,2207.3056,Sample,
PA54_L,20190722,light,20,-67.1,20.797,36.58,36.56,26.8,2254.34477,Sample,
BLANK11_L,20190722,light,20,-64.4,20.545,36.49,36.58,26.8,2350.6012,Blank,
BLANK12_L,20190722,light,20,-67.1,20.874,36.58,36.55,26.8,2347.23828,Blank,
I1,20190722,light,24,-62.8,23.583,36.57666667,36.57666667,26.8,2351.152265,Initial,
PA38_L,20190722,light,24,-63.8,24.043,36.65,36.67,26.8,2254.57934,Sample,
PA40_L,20190722,light,24,-68.6,23.792,36.61,36.64,26.8,2297.21592,Sample,
PA43_L,20190722,light,24,-67,23.66,36.6,36.64,26.8,2269.39294,Sample,
PA45_L,20190722,light,24,-70.2,23.686,36.63,36.64,26.8,2273.34638,Sample,
PA48_L,20190722,light,24,-67.6,23.965,36.65,36.63,26.8,2275.43553,Sample,
PA51_L,20190722,light,24,-66.6,23.656,36.65,36.63,26.8,2305.91165,Sample,
PA52_L,20190722,light,24,-65,23.674,36.6,36.62,26.8,2288.0861,Sample,
PA54_L,20190722,light,24,-65.6,23.982,36.59,36.62,26.8,2293.76648,Sample,
BLANK11_L,20190722,light,24,-62.9,23.749,36.67,36.61,26.8,2349.18108,Blank,
BLANK12_L,20190722,light,24,-60,23.95,36.63,36.72,26.8,2354.5435,Blank,
I1,20190722,light,28,-62.23333333,28.02066667,36.88,36.70666667,26.8,2345.66518,Initial,
PA38_L,20190722,light,28,-69.3,27.025,36.81,36.77,26.8,2216.27409,Sample,
PA40_L,20190722,light,28,-70.3,26.51,36.68,36.77,26.8,2275.90503,Sample,
PA43_L,20190722,light,28,-69.3,26.685,36.73,36.88,26.8,2226.91054,Sample,
PA45_L,20190722,light,28,-71.4,26.431,36.72,36.77,26.8,2248.70139,Sample,
PA48_L,20190722,light,28,-69.5,26.902,36.8,36.76,26.8,2239.47449,Sample,
PA51_L,20190722,light,28,-68.3,26.325,36.87,36.74,26.8,2272.31542,Sample,
PA52_L,20190722,light,28,-68.6,26.58,36.76,36.77,26.8,2243.88233,Sample,
PA54_L,20190722,light,28,-68.3,27.381,36.74,36.74,26.8,2270.49167,Sample,
BLANK11_L,20190722,light,28,-63.2,26.755,37.15,36.75,26.8,2354.81569,Blank,
BLANK12_L,20190722,light,28,-61.8,26.905,36.74,36.74,26.8,2350.74341,Blank,
I1,20190722,light,30,-60.86666667,29.44733333,37.01333333,36.74333333,26.8,2329.585647,Initial,
PA38_L,20190722,light,30,-65.9,28.793,36.82,36.85,26.8,2190.13358,Sample,
PA40_L,20190722,light,30,-69.6,28,36.81,36.82,26.8,2259.99171,Sample,
PA43_L,20190722,light,30,-67.9,28.189,36.76,36.83,26.8,2201.35855,Sample,
PA45_L,20190722,light,30,-70.1,27.717,37.32,36.82,26.8,2252.33587,Sample,
PA48_L,20190722,light,30,-67.2,28.608,36.93,36.82,26.8,2220.9991,Sample,
PA51_L,20190722,light,30,-67.7,27.686,36.99,36.86,26.8,2228.83826,Sample,
PA52_L,20190722,light,30,-67.2,28.317,36.77,36.85,26.8,2244.07982,Sample,
PA54_L,20190722,light,30,-68.4,28.671,36.82,36.82,26.8,2260.59431,Sample,
BLANK11_L,20190722,light,30,-61.3,28.179,36.95,36.83,26.8,2352.02579,Blank,
BLANK12_L,20190722,light,30,-61.3,28.245,36.8,36.8,26.8,2347.37945,Blank,
I1,20190722,light,31,-58.16666667,30.546,37.13666667,36.80333333,26.8,2313.804813,Initial,
PA38_L,20190722,light,31,-65.1,28.908,36.89,36.96,26.8,2203.45721,Sample,
PA40_L,20190722,light,31,-69,28.172,36.88,36.92,26.8,2276.24971,Sample,
PA43_L,20190722,light,31,-67.3,29.189,36.92,36.93,26.8,2217.69597,Sample,
PA45_L,20190722,light,31,-69.2,28.79,36.91,36.92,26.8,2252.99109,Sample,
PA48_L,20190722,light,31,-66.8,28.572,37.19,36.93,26.8,2227.38136,Sample,
PA51_L,20190722,light,31,-65.7,28.452,37.21,36.24,26.8,2232.89497,Sample,
PA52_L,20190722,light,31,-66.8,28.595,36.91,36.06,26.8,2225.07995,Sample,
PA54_L,20190722,light,31,-67,29.386,36.94,36.05,26.8,2247.82038,Sample,
BLANK11_L,20190722,light,31,-59.6,29.072,36.98,36.9,26.8,2367.09351,Blank,
BLANK12_L,20190722,light,31,-58.7,29.267,36.93,36.88,26.8,2360.41111,Blank,
I1,20190722,light,32,-56.85,31.1815,36.995,35.985,26.8,2281.82839,Initial,
PA38_L,20190722,light,32,-62.9,29.97,37.52,36.17,26.8,2202.62573,Sample,
PA40_L,20190722,light,32,-66.6,29.531,36.91,36.06,26.8,2267.35242,Sample,
PA43_L,20190722,light,32,-65,30.327,37.13,36.06,26.8,2171.98466,Sample,
PA45_L,20190722,light,32,-66.8,29.596,36.89,36.04,26.8,2268.24282,Sample,
PA48_L,20190722,light,32,-64.5,29.978,36.96,36.1,26.8,2230.48541,Sample,
PA51_L,20190722,light,32,-65.1,29.539,36.96,36.02,26.8,2238.00416,Sample,
PA52_L,20190722,light,32,-64.2,28.645,36.85,36.03,26.8,2189.24491,Sample,
PA54_L,20190722,light,32,-64.5,30.289,37.01,36.01,26.8,2262.1179,Sample,
BLANK12_L,20190722,light,32,-58.6,29.916,37.19,36,26.8,2311.30124,Blank,
I1,20190722,light,35,-57.46666667,34.41133333,37.35333333,35.89666667,26.8,2323.470977,Initial,
PA38_L,20190722,light,35,-61.3,32.45,37.01,35.93,26.8,2293.10493,Sample,
PA40_L,20190722,light,35,-63.7,31.697,37.12,35.9,26.8,2265.99275,Sample,
PA43_L,20190722,light,35,-62.9,31.817,37.03,35.9,26.8,2302.33511,Sample,
PA45_L,20190722,light,35,-63.6,31.517,37.26,35.94,26.8,2324.89015,Sample,
PA48_L,20190722,light,35,-63.2,31.864,37.19,35.96,26.8,2230.55223,Sample,
PA51_L,20190722,light,35,-61.8,31.113,37.07,35.87,26.8,2317.43768,Sample,
PA52_L,20190722,light,35,-61.5,32.149,37.08,35.91,26.8,2309.61464,Sample,
PA54_L,20190722,light,35,-62.7,32.395,37.2,35.9,26.8,2310.51602,Sample,
BLANK11_L,20190722,light,35,-58.7,31.36,37.45,35.9,26.8,2344.44142,Blank,
BLANK12_L,20190722,light,35,-56.2,31.212,36.89,35.92,26.8,2344.10493,Blank,
I1,20190722,light,37,-55.23333333,36.61033333,37.41333333,35.89333333,26.8,2341.303277,Initial,
PA38_L,20190722,light,37,-56.4,33.586,37.22,36.11,26.8,2345.1232,Sample,
PA40_L,20190722,light,37,-58.5,32.421,37.18,36.09,26.8,2348.47309,Sample,
PA43_L,20190722,light,37,-55.8,34.245,37.42,36.1,26.8,2337.81369,Sample,
PA45_L,20190722,light,37,-57.5,34.776,36.72,36.08,26.8,2342.41968,Sample,
PA48_L,20190722,light,37,-55.5,34.81,37.2,36.06,26.8,2351.10727,Sample,
PA51_L,20190722,light,37,-58.5,32.058,37.47,36.07,26.8,2329.75631,Sample,
PA52_L,20190722,light,37,-58.2,34.298,37.18,36.08,26.8,2346.59406,Sample,
PA54_L,20190722,light,37,-58,33.161,37.32,36.05,26.8,2328.05873,Sample,
BLANK11_L,20190722,light,37,-55.1,34.815,37.45,36.2,26.8,2358.25935,Blank,
BLANK12_L,20190722,light,37,-55.7,34.17,37.25,36.04,26.8,2356.08592,Blank,
