fragment.ID.full,fragment.ID,species,genotype,chamber.channel,run,temp.Cat,start.time,stop.time,light_dark,treatment,site.block,recovery.block
PA1_L_20_O2,PA1_L,P. acuta,1,2,L1,20,5:50:00 AM,7:02:00 AM,light,low,1,1
PA5_L_20_O2,PA5_L,P. acuta,5,5,L1,20,5:57:00 AM,7:07:00 AM,light,low,1,1
PA7_L_20_O2,PA7_L,P. acuta,7,4,L1,20,5:55:00 AM,7:06:00 AM,light,low,1,1
PA9_L_20_O2,PA9_L,P. acuta,9,6,L1,20,5:59:00 AM,7:09:00 AM,light,low,1,1
PA10_L_20_O2,PA10_L,P. acuta,10,10,L1,20,5:51:00 AM,7:03:00 AM,light,high,1,1
PA11_L_20_O2,PA11_L,P. acuta,11,3,L1,20,5:52:00 AM,7:03:00 AM,light,high,1,1
PA17_L_20_O2,PA17_L,P. acuta,17,7,L1,20,5:55:00 AM,7:06:00 AM,light,high,1,1
PA18_L_20_O2,PA18_L,P. acuta,18,9,L1,20,5:53:00 AM,7:04:00 AM,light,high,1,1
BLANK1_L_20_O2,BLANK1_L,P. acuta,BLANK,8,L1,20,5:57:00 AM,7:08:00 AM,light,BLANK,1,1
BLANK2_L_20_O2,BLANK2_L,P. acuta,BLANK,1,L1,20,5:53:00 AM,7:05:00 AM,light,BLANK,1,1
PA1_L_24_O2,PA1_L,P. acuta,1,2,L1,24,7:39:00 AM,8:50:00 AM,light,low,1,1
PA5_L_24_O2,PA5_L,P. acuta,5,5,L1,24,7:43:00 AM,8:53:00 AM,light,low,1,1
PA7_L_24_O2,PA7_L,P. acuta,7,4,L1,24,7:41:00 AM,8:53:00 AM,light,low,1,1
PA9_L_24_O2,PA9_L,P. acuta,9,6,L1,24,7:43:00 AM,8:54:00 AM,light,low,1,1
PA10_L_24_O2,PA10_L,P. acuta,10,10,L1,24,7:39:00 AM,8:48:00 AM,light,high,1,1
PA11_L_24_O2,PA11_L,P. acuta,11,3,L1,24,7:40:00 AM,8:50:00 AM,light,high,1,1
PA17_L_24_O2,PA17_L,P. acuta,17,7,L1,24,7:42:00 AM,8:54:00 AM,light,high,1,1
PA18_L_24_O2,PA18_L,P. acuta,18,9,L1,24,7:40:00 AM,8:51:00 AM,light,high,1,1
BLANK1_L_24_O2,BLANK1_L,P. acuta,BLANK,8,L1,24,7:41:00 AM,8:50:00 AM,light,BLANK,1,1
BLANK2_L_24_O2,BLANK2_L,P. acuta,BLANK,1,L1,24,7:41:00 AM,8:52:00 AM,light,BLANK,1,1
PA1_L_28_O2,PA1_L,P. acuta,5,2,L1,28,9:07:00 AM,10:18:00 AM,light,low,1,1
PA5_L_28_O2,PA5_L,P. acuta,6,5,L1,28,9:12:00 AM,10:23:00 AM,light,low,1,1
PA7_L_28_O2,PA7_L,P. acuta,7,4,L1,28,9:10:00 AM,10:21:00 AM,light,low,1,1
PA9_L_28_O2,PA9_L,P. acuta,9,6,L1,28,9:11:00 AM,10:23:00 AM,light,low,1,1
PA10_L_28_O2,PA10_L,P. acuta,10,10,L1,28,9:06:00 AM,10:18:00 AM,light,high,1,1
PA11_L_28_O2,PA11_L,P. acuta,11,3,L1,28,9:09:00 AM,10:20:00 AM,light,high,1,1
PA17_L_28_O2,PA17_L,P. acuta,13,7,L1,28,9:11:00 AM,10:22:00 AM,light,high,1,1
PA18_L_28_O2,PA18_L,P. acuta,14,9,L1,28,9:09:00 AM,10:19:00 AM,light,high,1,1
BLANK1_L_28_O2,BLANK1_L,P. acuta,BLANK,8,L1,28,9:08:00 AM,10:20:00 AM,light,BLANK,1,1
BLANK2_L_28_O2,BLANK2_L,P. acuta,BLANK,1,L1,28,9:10:00 AM,10:22:00 AM,light,BLANK,1,1
PA1_L_30_O2,PA1_L,P. acuta,5,2,L1,30,10:30:00 AM,11:42:00 AM,light,low,1,1
PA5_L_30_O2,PA5_L,P. acuta,6,5,L1,30,10:35:00 AM,11:45:00 AM,light,low,1,1
PA7_L_30_O2,PA7_L,P. acuta,7,4,L1,30,10:36:00 AM,11:47:00 AM,light,low,1,1
PA9_L_30_O2,PA9_L,P. acuta,9,6,L1,30,10:36:00 AM,11:47:00 AM,light,low,1,1
PA10_L_30_O2,PA10_L,P. acuta,10,10,L1,30,10:29:00 AM,11:40:00 AM,light,high,1,1
PA11_L_30_O2,PA11_L,P. acuta,11,3,L1,30,10:32:00 AM,11:43:00 AM,light,high,1,1
PA17_L_30_O2,PA17_L,P. acuta,13,7,L1,30,10:35:00 AM,11:45:00 AM,light,high,1,1
PA18_L_30_O2,PA18_L,P. acuta,14,9,L1,30,10:31:00 AM,11:42:00 AM,light,high,1,1
BLANK1_L_30_O2,BLANK1_L,P. acuta,BLANK,8,L1,30,10:34:00 AM,11:46:00 AM,light,BLANK,1,1
BLANK2_L_30_O2,BLANK2_L,P. acuta,BLANK,1,L1,30,10:35:00 AM,11:45:00 AM,light,BLANK,1,1
PA1_L_31_O2,PA1_L,P. acuta,5,2,L1,31,11:50:00 AM,1:05:00 PM,light,low,1,1
PA5_L_31_O2,PA5_L,P. acuta,6,5,L1,31,12:00:00 PM,1:11:00 PM,light,low,1,1
PA7_L_31_O2,PA7_L,P. acuta,7,4,L1,31,11:57:00 AM,1:10:00 PM,light,low,1,1
PA9_L_31_O2,PA9_L,P. acuta,9,6,L1,31,11:58:00 AM,1:11:00 PM,light,low,1,1
PA10_L_31_O2,PA10_L,P. acuta,10,10,L1,31,11:49:00 AM,1:04:00 PM,light,high,1,1
PA11_L_31_O2,PA11_L,P. acuta,11,3,L1,31,11:53:00 AM,1:07:00 PM,light,high,1,1
PA17_L_31_O2,PA17_L,P. acuta,13,7,L1,31,11:56:00 AM,1:09:00 PM,light,high,1,1
PA18_L_31_O2,PA18_L,P. acuta,14,9,L1,31,11:52:00 AM,1:07:00 PM,light,high,1,1
BLANK1_L_31_O2,BLANK1_L,P. acuta,BLANK,8,L1,31,11:54:00 AM,1:09:00 PM,light,BLANK,1,1
BLANK2_L_31_O2,BLANK2_L,P. acuta,BLANK,1,L1,31,11:55:00 AM,1:08:00 PM,light,BLANK,1,1
PA1_L_32_O2,PA1_L,P. acuta,5,2,L1,32,1:15:00 PM,2:30:00 PM,light,low,1,1
PA5_L_32_O2,PA5_L,P. acuta,6,5,L1,32,1:26:00 PM,2:34:00 PM,light,low,1,1
PA7_L_32_O2,PA7_L,P. acuta,7,4,L1,32,1:20:00 PM,2:36:00 PM,light,low,1,1
PA9_L_32_O2,PA9_L,P. acuta,9,6,L1,32,1:25:00 PM,2:36:00 PM,light,low,1,1
PA10_L_32_O2,PA10_L,P. acuta,10,10,L1,32,1:13:00 PM,2:28:00 PM,light,high,1,1
PA11_L_32_O2,PA11_L,P. acuta,11,3,L1,32,1:17:00 PM,2:31:00 PM,light,high,1,1
PA17_L_32_O2,PA17_L,P. acuta,13,7,L1,32,1:22:00 PM,2:35:00 PM,light,high,1,1
PA18_L_32_O2,PA18_L,P. acuta,14,9,L1,32,1:16:00 PM,2:31:00 PM,light,high,1,1
BLANK1_L_32_O2,BLANK1_L,P. acuta,BLANK,8,L1,32,1:18:00 PM,2:32:00 PM,light,BLANK,1,1
BLANK2_L_32_O2,BLANK2_L,P. acuta,BLANK,1,L1,32,1:19:00 PM,2:33:00 PM,light,BLANK,1,1
PA1_L_35_O2,PA1_L,P. acuta,5,2,L1,35,2:52:00 PM,4:30:00 PM,light,low,1,1
PA5_L_35_O2,PA5_L,P. acuta,6,5,L1,35,2:52:00 PM,4:28:00 PM,light,low,1,1
PA7_L_35_O2,PA7_L,P. acuta,7,4,L1,35,2:52:00 PM,4:31:00 PM,light,low,1,1
PA9_L_35_O2,PA9_L,P. acuta,9,6,L1,35,2:54:00 PM,4:31:00 PM,light,low,1,1
PA10_L_35_O2,PA10_L,P. acuta,10,10,L1,35,2:51:00 PM,4:32:00 PM,light,high,1,1
PA11_L_35_O2,PA11_L,P. acuta,11,3,L1,35,2:53:00 PM,4:27:00 PM,light,high,1,1
PA17_L_35_O2,PA17_L,P. acuta,13,7,L1,35,2:56:00 PM,4:28:00 PM,light,high,1,1
PA18_L_35_O2,PA18_L,P. acuta,14,9,L1,35,2:51:00 PM,4:28:00 PM,light,high,1,1
BLANK1_L_35_O2,BLANK1_L,P. acuta,BLANK,8,L1,35,2:54:00 PM,4:32:00 PM,light,BLANK,1,1
BLANK2_L_35_O2,BLANK2_L,P. acuta,BLANK,1,L1,35,2:54:00 PM,4:27:00 PM,light,BLANK,1,1
PA1_L_37_O2,PA1_L,P. acuta,5,2,L1,37,4:48:00 PM,6:13:00 PM,light,low,1,1
PA5_L_37_O2,PA5_L,P. acuta,6,5,L1,37,4:54:00 PM,6:14:00 PM,light,low,1,1
PA7_L_37_O2,PA7_L,P. acuta,7,4,L1,37,4:51:00 PM,6:16:00 PM,light,low,1,1
PA9_L_37_O2,PA9_L,P. acuta,9,6,L1,37,4:53:00 PM,6:16:00 PM,light,low,1,1
PA10_L_37_O2,PA10_L,P. acuta,10,10,L1,37,4:47:00 PM,6:23:00 PM,light,high,1,1
PA11_L_37_O2,PA11_L,P. acuta,11,3,L1,37,4:50:00 PM,6:13:00 PM,light,high,1,1
PA17_L_37_O2,PA17_L,P. acuta,13,7,L1,37,4:52:00 PM,6:21:00 PM,light,high,1,1
PA18_L_37_O2,PA18_L,P. acuta,14,9,L1,37,4:50:00 PM,6:23:00 PM,light,high,1,1
BLANK1_L_37_O2,BLANK1_L,P. acuta,BLANK,8,L1,37,4:51:00 PM,6:23:00 PM,light,BLANK,1,1
BLANK2_L_37_O2,BLANK2_L,P. acuta,BLANK,1,L1,37,4:53:00 PM,6:12:00 PM,light,BLANK,1,1
PA1_D_20_O2,PA1_D,P. acuta,1,5,D1,20,5:50:00 AM,6:25:00 AM,dark,low,1,1
PA5_D_20_O2,PA5_D,P. acuta,5,8,D1,20,5:47:00 AM,6:28:00 AM,dark,low,1,1
PA7_D_20_O2,PA7_D,P. acuta,7,1,D1,20,5:46:00 AM,6:23:00 AM,dark,low,1,1
PA9_D_20_O2,PA9_D,P. acuta,9,10,D1,20,5:52:00 AM,6:29:00 AM,dark,low,1,1
PA10_D_20_O2,PA10_D,P. acuta,10,7,D1,20,5:53:00 AM,6:28:00 AM,dark,high,1,1
PA11_D_20_O2,PA11_D,P. acuta,11,9,D1,20,5:53:00 AM,6:29:00 AM,dark,high,1,1
PA17_D_20_O2,PA17_D,P. acuta,17,6,D1,20,5:52:00 AM,6:28:00 AM,dark,high,1,1
PA18_D_20_O2,PA18_D,P. acuta,18,3,D1,20,5:53:00 AM,6:24:00 AM,dark,high,1,1
BLANK1_D_20_O2,BLANK1_D,P. acuta,BLANK,4,D1,20,5:55:00 AM,6:24:00 AM,dark,BLANK,1,1
BLANK2_D_20_O2,BLANK2_D,P. acuta,BLANK,2,D1,20,5:56:00 AM,6:23:00 AM,dark,BLANK,1,1
PA1_D_24_O2,PA1_D,P. acuta,5,5,D1,24,7:39:00 AM,8:16:00 AM,dark,low,1,1
PA5_D_24_O2,PA5_D,P. acuta,6,8,D1,24,7:40:00 AM,8:17:00 AM,dark,low,1,1
PA7_D_24_O2,PA7_D,P. acuta,7,1,D1,24,7:38:00 AM,8:15:00 AM,dark,low,1,1
PA9_D_24_O2,PA9_D,P. acuta,9,10,D1,24,7:42:00 AM,8:18:00 AM,dark,low,1,1
PA10_D_24_O2,PA10_D,P. acuta,10,7,D1,24,7:43:00 AM,8:17:00 AM,dark,high,1,1
PA11_D_24_O2,PA11_D,P. acuta,11,9,D1,24,7:43:00 AM,8:16:00 AM,dark,high,1,1
PA17_D_24_O2,PA17_D,P. acuta,13,6,D1,24,7:44:00 AM,8:14:00 AM,dark,high,1,1
PA18_D_24_O2,PA18_D,P. acuta,14,3,D1,24,7:38:00 AM,8:15:00 AM,dark,high,1,1
BLANK1_D_24_O2,BLANK1_D,P. acuta,BLANK,4,D1,24,7:40:00 AM,8:14:00 AM,dark,BLANK,1,1
BLANK2_D_24_O2,BLANK2_D,P. acuta,BLANK,2,D1,24,7:42:00 AM,8:14:00 AM,dark,BLANK,1,1
PA1_D_28_O2,PA1_D,P. acuta,5,5,D1,28,8:47:00 AM,9:18:00 AM,dark,low,1,1
PA5_D_28_O2,PA5_D,P. acuta,6,8,D1,28,8:50:00 AM,9:20:00 AM,dark,low,1,1
PA7_D_28_O2,PA7_D,P. acuta,7,1,D1,28,8:50:00 AM,9:18:00 AM,dark,low,1,1
PA9_D_28_O2,PA9_D,P. acuta,9,10,D1,28,8:46:00 AM,9:21:00 AM,dark,low,1,1
PA10_D_28_O2,PA10_D,P. acuta,10,7,D1,28,8:47:00 AM,9:20:00 AM,dark,high,1,1
PA11_D_28_O2,PA11_D,P. acuta,11,9,D1,28,8:48:00 AM,9:21:00 AM,dark,high,1,1
PA17_D_28_O2,PA17_D,P. acuta,13,6,D1,28,8:48:00 AM,9:20:00 AM,dark,high,1,1
PA18_D_28_O2,PA18_D,P. acuta,14,3,D1,28,8:46:00 AM,9:18:00 AM,dark,high,1,1
BLANK1_D_28_O2,BLANK1_D,P. acuta,BLANK,4,D1,28,8:57:00 AM,9:18:00 AM,dark,BLANK,1,1
BLANK2_D_28_O2,BLANK2_D,P. acuta,BLANK,2,D1,28,8:57:00 AM,9:18:00 AM,dark,BLANK,1,1
PA1_D_30_O2,PA1_D,P. acuta,5,5,D1,30,9:37:00 AM,10:03:00 AM,dark,low,1,1
PA5_D_30_O2,PA5_D,P. acuta,6,8,D1,30,9:37:00 AM,10:05:00 AM,dark,low,1,1
PA7_D_30_O2,PA7_D,P. acuta,7,1,D1,30,9:31:00 AM,10:03:00 AM,dark,low,1,1
PA9_D_30_O2,PA9_D,P. acuta,9,10,D1,30,9:34:00 AM,10:05:00 AM,dark,low,1,1
PA10_D_30_O2,PA10_D,P. acuta,10,7,D1,30,9:34:00 AM,10:05:00 AM,dark,high,1,1
PA11_D_30_O2,PA11_D,P. acuta,11,9,D1,30,9:36:00 AM,10:05:00 AM,dark,high,1,1
PA17_D_30_O2,PA17_D,P. acuta,13,6,D1,30,9:33:00 AM,10:05:00 AM,dark,high,1,1
PA18_D_30_O2,PA18_D,P. acuta,14,3,D1,30,9:35:00 AM,10:03:00 AM,dark,high,1,1
BLANK1_D_30_O2,BLANK1_D,P. acuta,BLANK,4,D1,30,9:34:00 AM,10:03:00 AM,dark,BLANK,1,1
BLANK2_D_30_O2,BLANK2_D,P. acuta,BLANK,2,D1,30,9:34:00 AM,10:03:00 AM,dark,BLANK,1,1
PA1_D_31_O2,PA1_D,P. acuta,5,5,D1,31,10:19:00 AM,10:19:00 AM,dark,low,1,1
PA5_D_31_O2,PA5_D,P. acuta,6,8,D1,31,10:18:00 AM,10:18:00 AM,dark,low,1,1
PA7_D_31_O2,PA7_D,P. acuta,7,1,D1,31,10:20:00 AM,10:48:00 AM,dark,low,1,1
PA9_D_31_O2,PA9_D,P. acuta,9,10,D1,31,10:18:00 AM,10:49:00 AM,dark,low,1,1
PA10_D_31_O2,PA10_D,P. acuta,10,7,D1,31,10:16:00 AM,10:49:00 AM,dark,high,1,1
PA11_D_31_O2,PA11_D,P. acuta,11,9,D1,31,10:21:00 AM,10:49:00 AM,dark,high,1,1
PA17_D_31_O2,PA17_D,P. acuta,13,6,D1,31,10:18:00 AM,10:49:00 AM,dark,high,1,1
PA18_D_31_O2,PA18_D,P. acuta,14,3,D1,31,10:22:00 AM,10:48:00 AM,dark,high,1,1
BLANK1_D_31_O2,BLANK1_D,P. acuta,BLANK,4,D1,31,10:16:00 AM,10:48:00 AM,dark,BLANK,1,1
BLANK2_D_31_O2,BLANK2_D,P. acuta,BLANK,2,D1,31,10:18:00 AM,10:48:00 AM,dark,BLANK,1,1
PA1_D_32_O2,PA1_D,P. acuta,5,5,D1,32,10:57:00 AM,10:57:00 AM,dark,low,1,1
PA5_D_32_O2,PA5_D,P. acuta,6,8,D1,32,10:58:00 AM,10:58:00 AM,dark,low,1,1
PA7_D_32_O2,PA7_D,P. acuta,7,1,D1,32,10:58:00 AM,10:58:00 AM,dark,low,1,1
PA9_D_32_O2,PA9_D,P. acuta,9,10,D1,32,10:57:00 AM,10:57:00 AM,dark,low,1,1
PA10_D_32_O2,PA10_D,P. acuta,10,7,D1,32,10:59:00 AM,10:59:00 AM,dark,high,1,1
PA11_D_32_O2,PA11_D,P. acuta,11,9,D1,32,10:58:00 AM,10:58:00 AM,dark,high,1,1
PA17_D_32_O2,PA17_D,P. acuta,13,6,D1,32,10:54:00 AM,10:54:00 AM,dark,high,1,1
PA18_D_32_O2,PA18_D,P. acuta,14,3,D1,32,10:59:00 AM,10:59:00 AM,dark,high,1,1
BLANK1_D_32_O2,BLANK1_D,P. acuta,BLANK,4,D1,32,10:55:00 AM,10:55:00 AM,dark,BLANK,1,1
BLANK2_D_32_O2,BLANK2_D,P. acuta,BLANK,2,D1,32,10:54:00 AM,10:54:00 AM,dark,BLANK,1,1
PA1_D_35_O2,PA1_D,P. acuta,5,5,D1,35,11:47:00 AM,12:14:00 PM,dark,low,1,1
PA5_D_35_O2,PA5_D,P. acuta,6,8,D1,35,11:51:00 AM,12:15:00 PM,dark,low,1,1
PA7_D_35_O2,PA7_D,P. acuta,7,1,D1,35,11:48:00 AM,12:14:00 PM,dark,low,1,1
PA9_D_35_O2,PA9_D,P. acuta,9,10,D1,35,11:46:00 AM,12:15:00 PM,dark,low,1,1
PA10_D_35_O2,PA10_D,P. acuta,10,7,D1,35,11:50:00 AM,12:15:00 PM,dark,high,1,1
PA11_D_35_O2,PA11_D,P. acuta,11,9,D1,35,11:49:00 AM,12:15:00 PM,dark,high,1,1
PA17_D_35_O2,PA17_D,P. acuta,13,6,D1,35,11:50:00 AM,12:15:00 PM,dark,high,1,1
PA18_D_35_O2,PA18_D,P. acuta,14,3,D1,35,11:45:00 AM,12:14:00 PM,dark,high,1,1
BLANK1_D_35_O2,BLANK1_D,P. acuta,BLANK,4,D1,35,11:48:00 AM,12:14:00 PM,dark,BLANK,1,1
BLANK2_D_35_O2,BLANK2_D,P. acuta,BLANK,2,D1,35,11:46:00 AM,12:14:00 PM,dark,BLANK,1,1
PA1_D_37_O2,PA1_D,P. acuta,5,5,D1,37,12:54:00 PM,1:58:00 PM,dark,low,1,1
PA5_D_37_O2,PA5_D,P. acuta,6,8,D1,37,12:50:00 PM,1:33:00 PM,dark,low,1,1
PA7_D_37_O2,PA7_D,P. acuta,7,1,D1,37,12:54:00 PM,1:52:00 PM,dark,low,1,1
PA9_D_37_O2,PA9_D,P. acuta,9,10,D1,37,12:52:00 PM,1:31:00 PM,dark,low,1,1
PA10_D_37_O2,PA10_D,P. acuta,10,7,D1,37,12:52:00 PM,1:31:00 PM,dark,high,1,1
PA11_D_37_O2,PA11_D,P. acuta,11,9,D1,37,12:53:00 PM,1:35:00 PM,dark,high,1,1
PA17_D_37_O2,PA17_D,P. acuta,13,6,D1,37,12:52:00 PM,1:31:00 PM,dark,high,1,1
PA18_D_37_O2,PA18_D,P. acuta,14,3,D1,37,12:54:00 PM,1:56:00 PM,dark,high,1,1
BLANK1_D_37_O2,BLANK1_D,P. acuta,BLANK,4,D1,37,12:50:00 PM,1:57:00 PM,dark,BLANK,1,1
BLANK2_D_37_O2,BLANK2_D,P. acuta,BLANK,2,D1,37,12:53:00 PM,1:52:00 PM,dark,BLANK,1,1
PA1_D_39_O2,PA1_D,P. acuta,5,5,D1,39,1:30:00 PM,2:02:00 PM,dark,low,1,1
PA5_D_39_O2,PA5_D,P. acuta,6,8,D1,39,1:35:00 PM,2:06:00 PM,dark,low,1,1
PA7_D_39_O2,PA7_D,P. acuta,7,1,D1,39,1:34:00 PM,2:01:00 PM,dark,low,1,1
PA9_D_39_O2,PA9_D,P. acuta,9,10,D1,39,1:38:00 PM,2:09:00 PM,dark,low,1,1
PA10_D_39_O2,PA10_D,P. acuta,10,7,D1,39,1:33:00 PM,2:07:00 PM,dark,high,1,1
PA11_D_39_O2,PA11_D,P. acuta,11,9,D1,39,1:36:00 PM,2:08:00 PM,dark,high,1,1
PA17_D_39_O2,PA17_D,P. acuta,13,6,D1,39,1:32:00 PM,2:05:00 PM,dark,high,1,1
PA18_D_39_O2,PA18_D,P. acuta,14,3,D1,39,1:57:00 PM,2:04:00 PM,dark,high,1,1
BLANK1_D_39_O2,BLANK1_D,P. acuta,BLANK,4,D1,39,1:58:00 PM,2:03:00 PM,dark,BLANK,1,1
BLANK2_D_39_O2,BLANK2_D,P. acuta,BLANK,2,D1,39,1:55:00 PM,2:01:00 PM,dark,BLANK,1,1
PA2_L_20_O2,PA2_L,P. acuta,2,7,L2,20,6:01:00 AM,7:16:00 AM,light,low,1,2
PA3_L_20_O2,PA3_L,P. acuta,3,5,L2,20,5:59:00 AM,7:13:00 AM,light,low,1,2
PA4_L_20_O2,PA4_L,P. acuta,4,3,L2,20,6:04:00 AM,7:15:00 AM,light,low,1,2
PA8_L_20_O2,PA8_L,P. acuta,8,4,L2,20,5:58:00 AM,7:12:00 AM,light,low,1,2
PA12_L_20_O2,PA12_L,P. acuta,12,8,L2,20,5:57:00 AM,7:13:00 AM,light,high,1,2
PA13_L_20_O2,PA13_L,P. acuta,13,2,L2,20,5:57:00 AM,7:11:00 AM,light,high,1,2
PA14_L_20_O2,PA14_L,P. acuta,14,10,L2,20,5:59:00 AM,7:13:00 AM,light,high,1,2
PA16_L_20_O2,PA16_L,P. acuta,16,9,L2,20,6:00:00 AM,7:15:00 AM,light,high,1,2
BLANK3_L_20_O2,BLANK3_L,P. acuta,BLANK,1,L2,20,5:57:00 AM,7:19:00 AM,light,BLANK,1,2
BLANK4_L_20_O2,BLANK4_L,P. acuta,BLANK,6,L2,20,5:57:00 AM,7:18:00 AM,light,BLANK,1,2
PA2_L_24_O2,PA2_L,P. acuta,2,7,L2,24,7:43:00 AM,8:46:00 AM,light,low,1,2
PA3_L_24_O2,PA3_L,P. acuta,3,5,L2,24,7:39:00 AM,8:48:00 AM,light,low,1,2
PA4_L_24_O2,PA4_L,P. acuta,5,3,L2,24,7:40:00 AM,8:49:00 AM,light,low,1,2
PA8_L_24_O2,PA8_L,P. acuta,8,4,L2,24,7:39:00 AM,8:46:00 AM,light,low,1,2
PA12_L_24_O2,PA12_L,P. acuta,12,8,L2,24,7:41:00 AM,8:49:00 AM,light,high,1,2
PA13_L_24_O2,PA13_L,P. acuta,13,2,L2,24,7:43:00 AM,8:46:00 AM,light,high,1,2
PA14_L_24_O2,PA14_L,P. acuta,14,10,L2,24,7:36:00 AM,8:48:00 AM,light,high,1,2
PA16_L_24_O2,PA16_L,P. acuta,16,9,L2,24,7:39:00 AM,8:48:00 AM,light,high,1,2
BLANK3_L_24_O2,BLANK3_L,P. acuta,BLANK,1,L2,24,7:40:00 AM,8:49:00 AM,light,BLANK,1,2
BLANK4_L_24_O2,BLANK4_L,P. acuta,BLANK,6,L2,24,7:38:00 AM,8:48:00 AM,light,BLANK,1,2
PA2_L_28_O2,PA2_L,P. acuta,2,7,L2,28,9:20:00 AM,10:31:00 AM,light,low,1,2
PA3_L_28_O2,PA3_L,P. acuta,3,5,L2,28,9:19:00 AM,10:30:00 AM,light,low,1,2
PA4_L_28_O2,PA4_L,P. acuta,5,3,L2,28,9:19:00 AM,10:30:00 AM,light,low,1,2
PA8_L_28_O2,PA8_L,P. acuta,8,4,L2,28,9:15:00 AM,10:29:00 AM,light,low,1,2
PA12_L_28_O2,PA12_L,P. acuta,12,8,L2,28,9:13:00 AM,10:27:00 AM,light,high,1,2
PA13_L_28_O2,PA13_L,P. acuta,13,2,L2,28,9:15:00 AM,10:29:00 AM,light,high,1,2
PA14_L_28_O2,PA14_L,P. acuta,14,10,L2,28,9:14:00 AM,10:26:00 AM,light,high,1,2
PA16_L_28_O2,PA16_L,P. acuta,16,9,L2,28,9:20:00 AM,10:31:00 AM,light,high,1,2
BLANK3_L_28_O2,BLANK3_L,P. acuta,BLANK,1,L2,28,9:18:00 AM,10:32:00 AM,light,BLANK,1,2
BLANK4_L_28_O2,BLANK4_L,P. acuta,BLANK,6,L2,28,9:13:00 AM,10:32:00 AM,light,BLANK,1,2
PA2_L_30_O2,PA2_L,P. acuta,2,7,L2,30,10:48:00 AM,11:58:00 AM,light,low,1,2
PA3_L_30_O2,PA3_L,P. acuta,3,5,L2,30,10:48:00 AM,12:01:00 PM,light,low,1,2
PA4_L_30_O2,PA4_L,P. acuta,5,3,L2,30,10:46:00 AM,11:59:00 AM,light,low,1,2
PA8_L_30_O2,PA8_L,P. acuta,8,4,L2,30,10:45:00 AM,11:58:00 AM,light,low,1,2
PA12_L_30_O2,PA12_L,P. acuta,12,8,L2,30,10:46:00 AM,12:00:00 PM,light,high,1,2
PA13_L_30_O2,PA13_L,P. acuta,13,2,L2,30,10:44:00 AM,11:55:00 AM,light,high,1,2
PA14_L_30_O2,PA14_L,P. acuta,14,10,L2,30,10:44:00 AM,11:56:00 AM,light,high,1,2
PA16_L_30_O2,PA16_L,P. acuta,16,9,L2,30,10:45:00 AM,11:59:00 AM,light,high,1,2
BLANK3_L_30_O2,BLANK3_L,P. acuta,BLANK,1,L2,30,10:49:00 AM,12:06:00 PM,light,BLANK,1,2
BLANK4_L_30_O2,BLANK4_L,P. acuta,BLANK,6,L2,30,10:49:00 AM,12:06:00 PM,light,BLANK,1,2
PA2_L_31_O2,PA2_L,P. acuta,2,7,L2,31,12:12:00 PM,1:24:00 PM,light,low,1,2
PA3_L_31_O2,PA3_L,P. acuta,3,5,L2,31,12:12:00 PM,1:25:00 PM,light,low,1,2
PA4_L_31_O2,PA4_L,P. acuta,5,3,L2,31,12:11:00 PM,1:24:00 PM,light,low,1,2
PA8_L_31_O2,PA8_L,P. acuta,8,4,L2,31,12:09:00 PM,1:22:00 PM,light,low,1,2
PA12_L_31_O2,PA12_L,P. acuta,12,8,L2,31,12:08:00 PM,1:22:00 PM,light,high,1,2
PA13_L_31_O2,PA13_L,P. acuta,13,2,L2,31,12:08:00 PM,1:21:00 PM,light,high,1,2
PA14_L_31_O2,PA14_L,P. acuta,14,10,L2,31,12:10:00 PM,1:20:00 PM,light,high,1,2
PA16_L_31_O2,PA16_L,P. acuta,16,9,L2,31,12:14:00 PM,1:25:00 PM,light,high,1,2
BLANK3_L_31_O2,BLANK3_L,P. acuta,BLANK,1,L2,31,12:15:00 PM,1:26:00 PM,light,BLANK,1,2
BLANK4_L_31_O2,BLANK4_L,P. acuta,BLANK,6,L2,31,12:15:00 PM,1:26:00 PM,light,BLANK,1,2
PA2_L_32_O2,PA2_L,P. acuta,2,7,L2,32,1:35:00 PM,2:46:00 PM,light,low,1,2
PA3_L_32_O2,PA3_L,P. acuta,3,5,L2,32,1:36:00 PM,2:48:00 PM,light,low,1,2
PA4_L_32_O2,PA4_L,P. acuta,5,3,L2,32,1:34:00 PM,2:46:00 PM,light,low,1,2
PA8_L_32_O2,PA8_L,P. acuta,8,4,L2,32,1:32:00 PM,2:45:00 PM,light,low,1,2
PA12_L_32_O2,PA12_L,P. acuta,12,8,L2,32,1:31:00 PM,2:44:00 PM,light,high,1,2
PA13_L_32_O2,PA13_L,P. acuta,13,2,L2,32,1:29:00 PM,2:43:00 PM,light,high,1,2
PA14_L_32_O2,PA14_L,P. acuta,14,10,L2,32,1:33:00 PM,2:46:00 PM,light,high,1,2
PA16_L_32_O2,PA16_L,P. acuta,16,9,L2,32,1:36:00 PM,2:48:00 PM,light,high,1,2
BLANK3_L_32_O2,BLANK3_L,P. acuta,BLANK,1,L2,32,1:38:00 PM,2:49:00 PM,light,BLANK,1,2
BLANK4_L_32_O2,BLANK4_L,P. acuta,BLANK,6,L2,32,1:38:00 PM,2:49:00 PM,light,BLANK,1,2
