"","fragment.ID.full","Intercept","umol.L.sec","Temp.C","Light_Dark"
"70","PA54_PI_716_O2",239.120845,0.038154999999999,27.228,NA
"71","BLANK5_PI_80_O2",167.648175,-0.00127499999999996,26.808,NA
"72","BLANK6_PI_80_O2",175.018234761905,-0.00161571428571474,26.772,NA
"73","PA39_PI_80_O2",140.605955,-0.00585500000000009,26.737,NA
"74","PA40_PI_80_O2",118.87592,-0.00352000000000031,26.75,NA
"75","PA43_PI_80_O2",122.7938,-0.00419999999999973,26.6323333333333,NA
"76","PA45_PI_80_O2",135.68339,-0.00399000000000063,26.753,NA
"77","PA47_PI_80_O2",126.83925,-0.00784999999999968,26.587,NA
"78","PA48_PI_80_O2",141.80179,0.000409999999999815,26.726,NA
"79","PA53_PI_80_O2",163.580061904762,-0.00101428571428619,26.776,NA
"80","PA54_PI_80_O2",107.997508571429,-0.00879428571428604,26.721,NA
"81","BLANK5_PI_918_O2",158.986764285714,-0.000907142857143006,27.234,NA
"82","BLANK6_PI_918_O2",165.78361952381,-0.000381428571428427,27.194,NA
"83","PA39_PI_918_O2",308.501249047619,0.0312271428571424,27.182,NA
"84","PA40_PI_918_O2",349.97235,0.0162499999999985,27.259,NA
"85","PA43_PI_918_O2",371.595665,0.0262350000000012,27.202,NA
"86","PA45_PI_918_O2",355.941717142857,0.0327114285714285,27.2405,NA
"87","PA47_PI_918_O2",279.892933333333,0.0343999999999987,27.059,NA
"88","PA48_PI_918_O2",308.57263,0.0191699999999995,27.239,NA
"89","PA53_PI_918_O2",342.269635,0.0193650000000011,27.219,NA
"90","PA54_PI_918_O2",300.605385238095,0.0419957142857145,27.193,NA
